architecture,campus_count,cluster_load_GW,voltage_kV,short_circuit_ratio,phase_mode,corridor_length_km,ac_facing_sources,short_circuit_strength_GVA,trials,p50_thdv_pct,p95_thdv_pct,p99_thdv_pct,mean_thdv_pct,max_individual_p95_pct,dominant_harmonic,exceeds_5pct_guide_p95
Local SST,3,1.0,69,3,coherent,100,3,3.0,600,6.4323490324719526,10.441243255213687,12.874826834511,6.728317979529135,8.076622595462476,11,True
Subtransmission DC backbone,3,1.0,69,3,coherent,100,1,3.0,600,1.7762426960350788,2.864379529468064,3.2126179481457,1.8501879225931872,2.198240568073416,11,False
Traditional AC,3,1.0,69,5,random,5,3,5.0,600,3.8603591668011976,7.281741408524819,8.690180462093714,4.182986751495692,6.032772962329829,11,True
Local SST,3,1.0,69,5,random,5,3,5.0,600,1.480851142877012,2.6496399335770846,3.2975895469517686,1.5639794654279944,2.2689121135659414,11,False
Subtransmission DC backbone,3,1.0,69,5,random,5,1,5.0,600,0.9523938751105994,1.5710939866151994,1.897044052015473,1.0065825086701365,1.2344108291106834,11,False
Traditional AC,3,1.0,69,5,random,20,3,5.0,600,4.351749991193164,8.182943363180199,10.547213568464878,4.725876391605011,6.614729338856086,11,True
Local SST,3,1.0,69,5,random,20,3,5.0,600,1.6661904802473777,3.238482717359303,4.000411581659787,1.8227702961449295,2.6748233492197135,11,False
Subtransmission DC backbone,3,1.0,69,5,random,20,1,5.0,600,0.9773242000155992,1.615020608301863,1.980856350876388,1.0513025420023823,1.2659491058373666,11,False
Traditional AC,3,1.0,69,5,random,50,3,5.0,600,4.869687034413587,8.869817528554107,10.97749532399724,5.22702059625281,7.401832136945467,11,True
Local SST,3,1.0,69,5,random,50,3,5.0,600,1.915612773692608,3.4551674019547858,4.41641796623667,2.03140825020744,2.888525616608539,11,False
Subtransmission DC backbone,3,1.0,69,5,random,50,1,5.0,600,1.0147534709846586,1.578649485756393,1.968127194768003,1.0567840713936145,1.2203216012056506,11,False
Traditional AC,3,1.0,69,5,random,100,3,5.0,600,5.521202144859396,9.71370125071987,12.725611215250645,5.8224198844486414,7.751431822418055,11,True
Local SST,3,1.0,69,5,random,100,3,5.0,600,2.0085411817737437,3.7949842842190793,4.6383963751928174,2.205306068293728,3.1011867947367397,11,False
Subtransmission DC backbone,3,1.0,69,5,random,100,1,5.0,600,1.0456697234744778,1.6434088634377522,1.9046322999895493,1.080123059935204,1.255236370428386,11,False
Traditional AC,3,1.0,69,5,partial,5,3,5.0,600,5.9726595524569985,9.44564889484354,10.922752923850027,6.228825336829146,7.2195863833421985,11,True
Local SST,3,1.0,69,5,partial,5,3,5.0,600,2.2308447798059277,3.5844012736449917,4.317352437617782,2.3411097798389484,2.8971047493933955,11,False
Subtransmission DC backbone,3,1.0,69,5,partial,5,1,5.0,600,0.9502236691632904,1.518617839760187,1.7265595973165133,0.9937354568609309,1.1807188063230583,11,False
Traditional AC,3,1.0,69,5,partial,20,3,5.0,600,6.652218561507766,11.06322823872399,13.114725538627937,7.027887191502165,8.611363283144271,11,True
Local SST,3,1.0,69,5,partial,20,3,5.0,600,2.5682711550630906,4.0662965597989995,4.654379984045968,2.6744737451121847,3.202405274593051,11,False
Subtransmission DC backbone,3,1.0,69,5,partial,20,1,5.0,600,0.9911454746002357,1.548925431658814,1.7995378889256166,1.0272715613037058,1.1700270694089647,11,False
Traditional AC,3,1.0,69,5,partial,50,3,5.0,600,7.479272116994834,12.60182888811946,15.64953873398782,7.899420104518231,9.673261553382016,11,True
Local SST,3,1.0,69,5,partial,50,3,5.0,600,2.845265370664105,4.607518477115001,5.325981308215038,2.9573139180201777,3.6861342135666333,11,False
Subtransmission DC backbone,3,1.0,69,5,partial,50,1,5.0,600,1.009643177280103,1.672919842811865,1.984216659871568,1.0730558355004818,1.2822154587132708,11,False
Traditional AC,3,1.0,69,5,partial,100,3,5.0,600,8.684862872445642,14.732490637495145,16.96940455672255,9.11581385623573,11.027397265099603,11,True
Local SST,3,1.0,69,5,partial,100,3,5.0,600,3.195583814374416,5.099194542177144,6.137040388328012,3.3317385499279317,4.170399988106612,11,True
Subtransmission DC backbone,3,1.0,69,5,partial,100,1,5.0,600,1.0427687325281247,1.5576645902223412,1.8718344044256872,1.072351038907576,1.2296961217530993,11,False
Traditional AC,3,1.0,69,5,coherent,5,3,5.0,600,7.0127868029576454,11.164163035179348,13.198625987888523,7.338568677542968,8.297942325704987,11,True
Local SST,3,1.0,69,5,coherent,5,3,5.0,600,2.644033169590258,4.278337115684091,5.119553068930408,2.7983943714891577,3.366056480880093,11,False
Subtransmission DC backbone,3,1.0,69,5,coherent,5,1,5.0,600,0.9457988564248065,1.4601947397739419,1.7467755694347529,0.9800905431650352,1.1329986315295948,11,False
Traditional AC,3,1.0,69,5,coherent,20,3,5.0,600,8.167638247576182,12.733666031183223,14.973102107088758,8.499213755484101,9.578975655851663,11,True
Local SST,3,1.0,69,5,coherent,20,3,5.0,600,3.036575300033477,4.661855637817885,5.636407853444181,3.139611361330084,3.618151106044391,11,False
Subtransmission DC backbone,3,1.0,69,5,coherent,20,1,5.0,600,0.9618583100759455,1.5185666403873361,1.7143685076762751,1.001610588602772,1.1756451772121501,11,False
Traditional AC,3,1.0,69,5,coherent,50,3,5.0,600,9.161521957534319,14.407901162552314,18.029672378371153,9.529376586611484,10.904794120859723,11,True
Local SST,3,1.0,69,5,coherent,50,3,5.0,600,3.3175726512386126,5.206607653307379,6.178524102265163,3.4772546750260034,4.0483649836310205,11,True
Subtransmission DC backbone,3,1.0,69,5,coherent,50,1,5.0,600,1.0109494684725562,1.5293652309752375,1.7963783645427438,1.0481992061731977,1.2014915575590155,11,False
Traditional AC,3,1.0,69,5,coherent,100,3,5.0,600,10.103511119346607,15.754234782176493,19.56010754716214,10.593565232306304,12.03190276328092,11,True
Local SST,3,1.0,69,5,coherent,100,3,5.0,600,3.8556229154104305,6.06536945312569,7.18779496203274,4.01897669240956,4.674450516943374,11,True
Subtransmission DC backbone,3,1.0,69,5,coherent,100,1,5.0,600,1.0465718456942912,1.5769187289324527,1.8972573395352261,1.0794304560525416,1.2444284127328393,11,False
Traditional AC,3,1.0,69,10,random,5,3,10.0,600,1.940567293765892,3.4925772573223575,4.246322754125928,2.091133775082187,2.9132934639900347,11,False
Local SST,3,1.0,69,10,random,5,3,10.0,600,0.7393493713208443,1.3926541726595538,1.7752511097697818,0.7924710457562253,1.1440241038116012,11,False
Subtransmission DC backbone,3,1.0,69,10,random,5,1,10.0,600,0.4777397017431602,0.7451774942622854,0.874440045337386,0.49648673465158527,0.5734104572273496,11,False
Traditional AC,3,1.0,69,10,random,20,3,10.0,600,2.2017678272026355,4.064524171094927,5.078905729364704,2.361412208519787,3.2748096204302937,11,False
Local SST,3,1.0,69,10,random,20,3,10.0,600,0.8283820621721354,1.5439364734101848,2.078878221953145,0.8859331003520496,1.303238683687461,11,False
Subtransmission DC backbone,3,1.0,69,10,random,20,1,10.0,600,0.49687130449433425,0.7933173766915248,1.0232482474917028,0.5210617207651068,0.6024862722224474,11,False
Traditional AC,3,1.0,69,10,random,50,3,10.0,600,2.3956625447964353,4.671380931615099,5.73626369686644,2.6419373339967858,3.765640172343327,11,False
Local SST,3,1.0,69,10,random,50,3,10.0,600,0.945258426970569,1.7256262561901252,2.141497738878542,1.0105006626254105,1.4800597305346488,11,False
Subtransmission DC backbone,3,1.0,69,10,random,50,1,10.0,600,0.5024386527189131,0.7981505379598025,1.0043342300399147,0.5269169459300542,0.6134586371069215,11,False
Traditional AC,3,1.0,69,10,random,100,3,10.0,600,2.7262823576291755,4.763183085694252,6.335603603664268,2.90529554957898,3.943750668413187,11,False
Local SST,3,1.0,69,10,random,100,3,10.0,600,1.0142140233838326,1.8138129719818368,2.4039196591499907,1.0900685260091536,1.5843466056338487,11,False
Subtransmission DC backbone,3,1.0,69,10,random,100,1,10.0,600,0.5316831032794398,0.8440528327962276,0.9804136139230815,0.5512777933900317,0.6688173035745506,11,False
Traditional AC,3,1.0,69,10,partial,5,3,10.0,600,3.0539845051806003,4.763368989834816,5.6355253529506975,3.1331351819985342,3.6582214772826913,11,False
Local SST,3,1.0,69,10,partial,5,3,10.0,600,1.1189806011652403,1.8110676540511468,2.2105215279510726,1.1790121562964442,1.4749829825109877,11,False
Subtransmission DC backbone,3,1.0,69,10,partial,5,1,10.0,600,0.4823463513904166,0.7411751275877764,0.8517397307164715,0.4988245162825071,0.5696705662396535,11,False
Traditional AC,3,1.0,69,10,partial,20,3,10.0,600,3.405571719682963,5.5139044806105835,6.677995971184293,3.576242819625583,4.307895339648893,11,True
Local SST,3,1.0,69,10,partial,20,3,10.0,600,1.2225826250891692,1.9956862274215483,2.3793424373443512,1.2748189685317395,1.5160295915246143,11,False
Subtransmission DC backbone,3,1.0,69,10,partial,20,1,10.0,600,0.49638201910246205,0.7719414426552687,0.8945491949207555,0.5152542597483388,0.6060971389465724,11,False
Traditional AC,3,1.0,69,10,partial,50,3,10.0,600,3.891711309808705,6.123228087414347,7.309991709168468,4.022956538698842,4.8010759781012515,11,True
Local SST,3,1.0,69,10,partial,50,3,10.0,600,1.4255253707140096,2.3702713987364294,2.900321223324933,1.4966818687512822,1.8370185155945524,11,False
Subtransmission DC backbone,3,1.0,69,10,partial,50,1,10.0,600,0.5079394613538534,0.7912150201972572,0.8908686892642567,0.5244181624236777,0.6222459080811615,11,False
Traditional AC,3,1.0,69,10,partial,100,3,10.0,600,4.204530954869979,6.704198995145018,8.04481603935044,4.416205273043692,5.201658581938086,11,True
Local SST,3,1.0,69,10,partial,100,3,10.0,600,1.602225469122729,2.4776372128992508,3.1873556496285746,1.6597377197122163,2.034082953860255,11,False
Subtransmission DC backbone,3,1.0,69,10,partial,100,1,10.0,600,0.5232675479831097,0.805547084207299,0.9806368616244879,0.5365057017508971,0.6350831529281339,11,False
Traditional AC,3,1.0,69,10,coherent,5,3,10.0,600,3.523939660303241,5.606793609329528,6.508168363099841,3.6745235529128792,4.188455964598297,11,True
Local SST,3,1.0,69,10,coherent,5,3,10.0,600,1.3096079565564787,2.150039588872317,2.545494724155486,1.385516807133808,1.6582785033790222,11,False
Subtransmission DC backbone,3,1.0,69,10,coherent,5,1,10.0,600,0.4810191524983394,0.741088314477186,0.9490641265229457,0.4998202891644731,0.5829165525559432,11,False
Traditional AC,3,1.0,69,10,coherent,20,3,10.0,600,3.917606279060747,5.887670900036744,7.8201255433985795,4.095607621158466,4.410623498246376,11,True
Local SST,3,1.0,69,10,coherent,20,3,10.0,600,1.519946947312376,2.3355582542573408,2.607977782817013,1.5829054485056755,1.8180734739083244,11,False
Subtransmission DC backbone,3,1.0,69,10,coherent,20,1,10.0,600,0.5043616256792284,0.7818132428320723,0.8920477358998524,0.5161071458031392,0.5992519513035414,11,False
Traditional AC,3,1.0,69,10,coherent,50,3,10.0,600,4.52312939031672,7.182721683874558,9.057215975883137,4.7395896773006845,5.3593423833276574,11,True
Local SST,3,1.0,69,10,coherent,50,3,10.0,600,1.6748176063758686,2.737769526824306,3.076349735749905,1.758945424589845,2.121717764841764,11,False
Subtransmission DC backbone,3,1.0,69,10,coherent,50,1,10.0,600,0.4970713936010689,0.7832201652157247,1.0095840620419372,0.5218911430731741,0.6113045837864067,11,False
Traditional AC,3,1.0,69,10,coherent,100,3,10.0,600,5.124343420706278,8.31913664625526,9.671935159442922,5.388374417520055,6.262651104016583,11,True
Local SST,3,1.0,69,10,coherent,100,3,10.0,600,1.9140794719828667,3.034989904340272,3.792447418405679,2.0065071141736524,2.3482083939749665,11,False
Subtransmission DC backbone,3,1.0,69,10,coherent,100,1,10.0,600,0.5049138146872878,0.7920125757065587,1.0364270958727273,0.5312393022884638,0.6053101321214112,11,False
Traditional AC,3,1.0,69,20,random,5,3,20.0,600,0.9821792404925533,1.7534738194988513,2.292080055364229,1.061676909532514,1.481904048401531,11,False
Local SST,3,1.0,69,20,random,5,3,20.0,600,0.36914186585218955,0.698937347479506,0.9419980467617358,0.40281493277976904,0.5904019407885316,11,False
Subtransmission DC backbone,3,1.0,69,20,random,5,1,20.0,600,0.23597403219489513,0.37283710271544857,0.42895279901454764,0.2456911923841335,0.28937248945673455,11,False
Traditional AC,3,1.0,69,20,random,20,3,20.0,600,1.1216976368374225,1.94056583478771,2.5799102138345957,1.1931780296518415,1.5366406146386713,11,False
Local SST,3,1.0,69,20,random,20,3,20.0,600,0.4088120274078687,0.7391276412746597,0.9292832739213114,0.4430658579610996,0.623437770284065,11,False
Subtransmission DC backbone,3,1.0,69,20,random,20,1,20.0,600,0.24365394759516806,0.4016586574506662,0.4459321314612257,0.2579481705511287,0.3081277238189973,11,False
Traditional AC,3,1.0,69,20,random,50,3,20.0,600,1.258219624943116,2.2600857354694512,2.919116486915625,1.3323522819648572,1.876815784574518,11,False
Local SST,3,1.0,69,20,random,50,3,20.0,600,0.43974348358745047,0.8280143332148772,1.0152643949565758,0.4771013681510173,0.6942624818645124,11,False
Subtransmission DC backbone,3,1.0,69,20,random,50,1,20.0,600,0.2535606604924503,0.39538724394928815,0.48507588008309516,0.2626310011162757,0.3075322924746202,11,False
Traditional AC,3,1.0,69,20,random,100,3,20.0,600,1.3829907970614896,2.631652539857233,3.1981290145428427,1.4872620837987673,2.100480619426052,11,False
Local SST,3,1.0,69,20,random,100,3,20.0,600,0.5294180262764006,0.9720937897877077,1.239671097763424,0.5698694478733145,0.8264609935055336,11,False
Subtransmission DC backbone,3,1.0,69,20,random,100,1,20.0,600,0.25742699110641964,0.4094099317893061,0.4779869628106423,0.2696863729766869,0.3152737583336089,11,False
Traditional AC,3,1.0,69,20,partial,5,3,20.0,600,1.482521119941726,2.3947300997702414,2.860022930726873,1.5451878832954693,1.862255543787202,11,False
Local SST,3,1.0,69,20,partial,5,3,20.0,600,0.5645820755902662,0.9084392801199501,1.073050289478237,0.5915296943977573,0.7266798352056733,11,False
Subtransmission DC backbone,3,1.0,69,20,partial,5,1,20.0,600,0.23722518741158483,0.38394611755203095,0.48725150461620553,0.251080647437421,0.30539511800659513,11,False
Traditional AC,3,1.0,69,20,partial,20,3,20.0,600,1.690698660272003,2.6566506848910403,3.0648662005026153,1.754319583430326,2.0082664691822467,11,False
Local SST,3,1.0,69,20,partial,20,3,20.0,600,0.6302310149121471,1.0258943104315013,1.3228563904654214,0.6639108342536184,0.8174516302088018,11,False
Subtransmission DC backbone,3,1.0,69,20,partial,20,1,20.0,600,0.24357401981749868,0.3769822538435429,0.42760931098062716,0.2515237643150969,0.2987785761312052,11,False
Traditional AC,3,1.0,69,20,partial,50,3,20.0,600,1.8521571016420586,3.131331634601373,3.824423124954853,1.9858001736899944,2.37672590377776,11,False
Local SST,3,1.0,69,20,partial,50,3,20.0,600,0.7170362227772433,1.167606526644191,1.3147118229880594,0.7443791159844156,0.9276150046946317,11,False
Subtransmission DC backbone,3,1.0,69,20,partial,50,1,20.0,600,0.2511449766867111,0.4028356732616594,0.49902667566382325,0.26493342631366057,0.3152823694225554,11,False
Traditional AC,3,1.0,69,20,partial,100,3,20.0,600,2.1271294200537305,3.3764931991647704,4.217553992049921,2.2409849516821447,2.6652713450878305,11,False
Local SST,3,1.0,69,20,partial,100,3,20.0,600,0.8099357134788071,1.3003102711596288,1.5224339744219197,0.8457947502209775,1.014383181174861,11,False
Subtransmission DC backbone,3,1.0,69,20,partial,100,1,20.0,600,0.26144533826532546,0.3973552493005847,0.4728806911986293,0.27075302490710623,0.31405688078205946,11,False
Traditional AC,3,1.0,69,20,coherent,5,3,20.0,600,1.7872787989347065,2.8483495658357616,3.378613611932437,1.8682682995912474,2.0718582623118094,11,False
Local SST,3,1.0,69,20,coherent,5,3,20.0,600,0.6637081022878134,1.0517207672482063,1.2240815632289472,0.6952165850877183,0.8200198054724759,11,False
Subtransmission DC backbone,3,1.0,69,20,coherent,5,1,20.0,600,0.23640601895024133,0.3749763360512667,0.446749719355296,0.24836444500768,0.28860892454375325,11,False
Traditional AC,3,1.0,69,20,coherent,20,3,20.0,600,2.0061124192738706,3.188985437442281,3.8990963528827534,2.1061125527706404,2.3808630908007324,11,False
Local SST,3,1.0,69,20,coherent,20,3,20.0,600,0.7328546817279809,1.163029145945633,1.3899152605987628,0.7719990337506119,0.91158652605862,11,False
Subtransmission DC backbone,3,1.0,69,20,coherent,20,1,20.0,600,0.24807982222853953,0.3821790011071411,0.4616145095879126,0.2553810897372112,0.29290998203642443,11,False
Traditional AC,3,1.0,69,20,coherent,50,3,20.0,600,2.2813360932226594,3.673614253688374,4.169677887928987,2.3832171810824083,2.7264580153636113,11,False
Local SST,3,1.0,69,20,coherent,50,3,20.0,600,0.8520893113168377,1.3268294863722327,1.5879732090484886,0.8829471956538892,1.0340225627181676,11,False
Subtransmission DC backbone,3,1.0,69,20,coherent,50,1,20.0,600,0.25811511661111275,0.38824950381916956,0.45386427658046485,0.2638997791485738,0.3089981272630357,11,False
Traditional AC,3,1.0,69,20,coherent,100,3,20.0,600,2.6014536454902997,4.239550928770209,4.935181413092346,2.6970029825097277,3.1747496849821624,11,False
Local SST,3,1.0,69,20,coherent,100,3,20.0,600,0.9496267555299467,1.5141267021596374,1.7702175863857001,0.9966017244433357,1.1870489989391166,11,False
Subtransmission DC backbone,3,1.0,69,20,coherent,100,1,20.0,600,0.2579581064800731,0.4186252424614805,0.49705031562071117,0.2719423681411887,0.32379425535824835,11,False
Traditional AC,3,1.0,138,3,random,5,3,3.0,600,6.703256356969963,11.973607539854106,16.556226582892712,7.1691491635380435,10.10203328235068,11,True
Local SST,3,1.0,138,3,random,5,3,3.0,600,2.416000990744874,4.691879375486378,5.865970228294175,2.6068170209959938,3.9885981566974245,11,False
Subtransmission DC backbone,3,1.0,138,3,random,5,1,3.0,600,1.65038520350934,2.5521395054783547,3.050033879328765,1.71523683916452,2.042226930234262,11,False
Traditional AC,3,1.0,138,3,random,20,3,3.0,600,7.101886582500789,13.359689657160207,18.134739575937342,7.66472644206995,11.123532792719766,11,True
Local SST,3,1.0,138,3,random,20,3,3.0,600,2.6685890916192694,4.975077193672778,6.754232996681457,2.8716121155367866,4.29270111160523,11,False
Subtransmission DC backbone,3,1.0,138,3,random,20,1,3.0,600,1.6240520204400204,2.5892440908919427,3.271477634312093,1.7071722255545676,1.9815643661317681,11,False
Traditional AC,3,1.0,138,3,random,50,3,3.0,600,7.962677220317583,15.157101261739825,18.36372600056128,8.60910286778277,12.312459460366645,11,True
Local SST,3,1.0,138,3,random,50,3,3.0,600,3.0247344764222204,5.624413640274149,6.868598352904131,3.268640596039229,4.691389880028903,11,True
Subtransmission DC backbone,3,1.0,138,3,random,50,1,3.0,600,1.675308720907615,2.6538893313053658,3.165508520536857,1.7544022732989135,2.0905541506975918,11,False
Traditional AC,3,1.0,138,3,random,100,3,3.0,600,9.283056030911968,17.188811104898267,20.44203012795315,10.014141972962422,13.794510085192314,11,True
Local SST,3,1.0,138,3,random,100,3,3.0,600,3.612495139907757,6.458589724006777,7.851426015830278,3.8426251280746153,5.278787237466747,11,True
Subtransmission DC backbone,3,1.0,138,3,random,100,1,3.0,600,1.7367458697868883,2.835374910153823,3.5676991554113466,1.825307201203421,2.154059948204818,11,False
Traditional AC,3,1.0,138,3,partial,5,3,3.0,600,9.947451336966381,16.408687499701596,18.911962168827746,10.378588423971987,12.556788563148473,11,True
Local SST,3,1.0,138,3,partial,5,3,3.0,600,3.7013784970911434,5.833490786160103,7.208237327432032,3.8377770181244766,4.673171442349995,11,True
Subtransmission DC backbone,3,1.0,138,3,partial,5,1,3.0,600,1.5836652124085746,2.5137689013832576,3.051443935068931,1.652377500217566,1.9850751689969632,11,False
Traditional AC,3,1.0,138,3,partial,20,3,3.0,600,11.171047639857838,17.93364800183919,21.099237533536265,11.809531986728247,13.989828204497385,11,True
Local SST,3,1.0,138,3,partial,20,3,3.0,600,4.1313110817411,6.770075927559742,8.288717394995079,4.355668244955476,5.387793041106133,11,True
Subtransmission DC backbone,3,1.0,138,3,partial,20,1,3.0,600,1.672366830002837,2.635948899085596,3.1333183164688028,1.7233289958761637,2.0082808315489813,11,False
Traditional AC,3,1.0,138,3,partial,50,3,3.0,600,12.433304074223933,20.101600616518507,24.958108735075527,13.084150179232815,15.807683084075354,11,True
Local SST,3,1.0,138,3,partial,50,3,3.0,600,4.645127498214388,7.681374808554001,9.077605360171695,4.89618877901876,5.884374890057963,11,True
Subtransmission DC backbone,3,1.0,138,3,partial,50,1,3.0,600,1.6911020723479293,2.6349076126183215,3.111806751850443,1.7524199998233727,2.0678289152389793,11,False
Traditional AC,3,1.0,138,3,partial,100,3,3.0,600,14.365626498604087,22.75960999316413,26.106253908462076,15.008667962438897,17.350713417627645,11,True
Local SST,3,1.0,138,3,partial,100,3,3.0,600,5.413652716270072,8.602931447484552,11.013302611539158,5.618459616452175,6.968451204061688,11,True
Subtransmission DC backbone,3,1.0,138,3,partial,100,1,3.0,600,1.7462816826054908,2.728704444871118,3.288671454616451,1.8110460963034187,2.1230679076041032,11,False
Traditional AC,3,1.0,138,3,coherent,5,3,3.0,600,11.852975813480933,18.278879616270878,21.68379611292246,12.281328666109587,13.853777904966504,11,True
Local SST,3,1.0,138,3,coherent,5,3,3.0,600,4.462653826639462,7.259704990737616,8.880561117892166,4.695450624523525,5.696444622671291,11,True
Subtransmission DC backbone,3,1.0,138,3,coherent,5,1,3.0,600,1.5702512829710296,2.5401480213913334,2.885015637549751,1.6488159888648837,1.9679249441112898,11,False
Traditional AC,3,1.0,138,3,coherent,20,3,3.0,600,13.374167992870676,20.749540893098683,24.086396888027206,13.849876656816258,16.033483333081257,11,True
Local SST,3,1.0,138,3,coherent,20,3,3.0,600,5.087047621107445,7.933166158356225,9.93554812276968,5.263480183823431,6.243030148777136,11,True
Subtransmission DC backbone,3,1.0,138,3,coherent,20,1,3.0,600,1.6485882668538174,2.5795839073972746,3.0854094912702763,1.723806101524314,2.005121065182998,11,False
Traditional AC,3,1.0,138,3,coherent,50,3,3.0,600,14.821696402515116,23.34537650757084,28.874179361053198,15.517357646129689,18.04279225685127,11,True
Local SST,3,1.0,138,3,coherent,50,3,3.0,600,5.5177034158718765,8.9859980576877,10.726360542994149,5.82784763388472,7.058499955115559,11,True
Subtransmission DC backbone,3,1.0,138,3,coherent,50,1,3.0,600,1.7041319079844246,2.6921047848305215,3.2689889261538414,1.775288587533656,2.0707166792040645,11,False
Traditional AC,3,1.0,138,3,coherent,100,3,3.0,600,17.02740099580336,27.648281921232265,33.36899903042366,17.806985072826937,20.86443028087614,11,True
Local SST,3,1.0,138,3,coherent,100,3,3.0,600,6.358793278998979,10.378832856419278,12.230042365619417,6.688547068245483,8.04662187078286,11,True
Subtransmission DC backbone,3,1.0,138,3,coherent,100,1,3.0,600,1.7445390333579933,2.752831281438555,3.2285787691276036,1.81051416573409,2.1287419882936023,11,False
Traditional AC,3,1.0,138,5,random,5,3,5.0,600,3.9127863790167154,6.783718676616917,8.621441264112368,4.156256851022634,5.742350704263083,11,True
Local SST,3,1.0,138,5,random,5,3,5.0,600,1.4296564608983944,2.667814609601341,3.2790667710659807,1.5397470855428161,2.2367846639353135,11,False
Subtransmission DC backbone,3,1.0,138,5,random,5,1,5.0,600,0.94922020788418,1.4542187010909573,1.7336779016442971,0.9896731747929022,1.1366721332191425,11,False
Traditional AC,3,1.0,138,5,random,20,3,5.0,600,4.432192651892008,7.76155146874126,10.181161994233747,4.700449296626933,6.233448744465263,11,True
Local SST,3,1.0,138,5,random,20,3,5.0,600,1.6787217026317676,3.0403328010182293,3.9144153462944464,1.815010542858061,2.5571119520658456,11,False
Subtransmission DC backbone,3,1.0,138,5,random,20,1,5.0,600,0.9991268166291363,1.5342764789538992,1.8123937253324955,1.0300674045792133,1.173116114213665,11,False
Traditional AC,3,1.0,138,5,random,50,3,5.0,600,4.984236541962489,9.333071541577256,11.136304202817156,5.351484212856802,7.555868367439339,11,True
Local SST,3,1.0,138,5,random,50,3,5.0,600,1.8441725132850744,3.536741632259058,4.332635723649728,1.987792106023367,2.874410997054592,11,False
Subtransmission DC backbone,3,1.0,138,5,random,50,1,5.0,600,1.0133650301294672,1.6199726531955416,1.9102966767309437,1.058267966414579,1.2473892895482934,11,False
Traditional AC,3,1.0,138,5,random,100,3,5.0,600,5.483479401685599,10.31781607346679,12.879608357603184,5.969490083107138,8.525047217117978,11,True
Local SST,3,1.0,138,5,random,100,3,5.0,600,2.055087883143376,3.948370591045924,4.803283432129623,2.1994379138400375,3.322545857748964,11,False
Subtransmission DC backbone,3,1.0,138,5,random,100,1,5.0,600,1.0332143926667157,1.6531253972125126,2.076149973632549,1.088181941985517,1.2783487220478211,11,False
Traditional AC,3,1.0,138,5,partial,5,3,5.0,600,6.1367040941223525,9.682600548167851,11.895314737649498,6.370629709176717,7.2018710657828775,11,True
Local SST,3,1.0,138,5,partial,5,3,5.0,600,2.246779139513376,3.4983776790024663,4.347374122128059,2.3433018148254012,2.8020646614230365,11,False
Subtransmission DC backbone,3,1.0,138,5,partial,5,1,5.0,600,0.9446341696418555,1.463305015993184,1.7462788550911221,0.9819471679571734,1.0976368802413126,11,False
Traditional AC,3,1.0,138,5,partial,20,3,5.0,600,6.54712610985637,10.940609931543579,14.217809118454431,6.932453301225086,8.382435958327298,11,True
Local SST,3,1.0,138,5,partial,20,3,5.0,600,2.4703897353210094,4.265262083236771,5.175672663925598,2.632370369133273,3.4005645266665683,11,False
Subtransmission DC backbone,3,1.0,138,5,partial,20,1,5.0,600,0.9889115296058263,1.4688183835795359,1.7778888624870155,1.0249619419832414,1.1587115512652664,11,False
Traditional AC,3,1.0,138,5,partial,50,3,5.0,600,7.505097590318247,12.729925690791761,15.153061572292678,7.999124612051778,9.573695626835766,11,True
Local SST,3,1.0,138,5,partial,50,3,5.0,600,2.915755214326263,4.389299337240095,5.5614072679517905,2.995660182040563,3.5219645675440563,11,False
Subtransmission DC backbone,3,1.0,138,5,partial,50,1,5.0,600,0.991419633513391,1.677732972950058,2.089503541988359,1.0453697360069023,1.2910833384512481,11,False
Traditional AC,3,1.0,138,5,partial,100,3,5.0,600,8.54325737000628,13.853339261343713,16.971076973528284,8.960582067949263,10.25858313714858,11,True
Local SST,3,1.0,138,5,partial,100,3,5.0,600,3.192343385346268,5.15540105651314,6.382264654679087,3.350558435528369,4.1297819074400675,11,True
Subtransmission DC backbone,3,1.0,138,5,partial,100,1,5.0,600,1.0295672279492052,1.6743165376733213,1.9179394430521293,1.0961938680191372,1.3224470933891952,11,False
Traditional AC,3,1.0,138,5,coherent,5,3,5.0,600,7.124153569824079,11.571096112600378,13.487662251807063,7.544461137414407,8.786323605528477,11,True
Local SST,3,1.0,138,5,coherent,5,3,5.0,600,2.6450134678806423,4.1378869327507,4.970998995925088,2.7553885872230603,3.225838804946864,11,False
Subtransmission DC backbone,3,1.0,138,5,coherent,5,1,5.0,600,0.9505079549566617,1.4704841251532135,1.8267768672995204,0.9957747412449286,1.1645057665134864,11,False
Traditional AC,3,1.0,138,5,coherent,20,3,5.0,600,7.857979254016774,12.498110640724235,14.625264177707482,8.221378789768963,9.36702893328163,11,True
Local SST,3,1.0,138,5,coherent,20,3,5.0,600,2.9404466918180896,4.714756029502375,5.509283102152285,3.09574844190546,3.7296411019300204,11,False
Subtransmission DC backbone,3,1.0,138,5,coherent,20,1,5.0,600,0.9824101535484241,1.5156708623057527,1.7865717245845945,1.0253535432392644,1.2138718564766247,11,False
Traditional AC,3,1.0,138,5,coherent,50,3,5.0,600,9.033131582797303,14.477309473923393,16.65985391094863,9.450727975812837,10.87401636965571,11,True
Local SST,3,1.0,138,5,coherent,50,3,5.0,600,3.403932048783685,5.57757310942131,6.462112757292244,3.5512041983735587,4.333615441678481,11,True
