architecture,campus_count,cluster_load_GW,voltage_kV,short_circuit_ratio,phase_mode,corridor_length_km,ac_facing_sources,short_circuit_strength_GVA,trials,p50_thdv_pct,p95_thdv_pct,p99_thdv_pct,mean_thdv_pct,max_individual_p95_pct,dominant_harmonic,exceeds_5pct_guide_p95
Local SST,1,0.25,69,10,random,5,1,2.5,600,1.3242799195550885,2.0187893049551926,2.494203682414031,1.3806317079170138,1.5949981094944903,11,False
Subtransmission DC backbone,1,0.25,69,10,random,5,1,2.5,600,0.47564955426230526,0.7441571667163815,0.8742667148231026,0.49644380070428895,0.5753627565017978,11,False
Traditional AC,1,0.25,69,10,random,20,1,2.5,600,3.8976921682634225,6.348800052637161,7.774854826816222,4.117940860978474,4.817064152159212,11,True
Local SST,1,0.25,69,10,random,20,1,2.5,600,1.4997525993011815,2.3482468104931713,2.880781710368064,1.5696642012940114,1.8670033220316764,11,False
Subtransmission DC backbone,1,0.25,69,10,random,20,1,2.5,600,0.49159569743710463,0.7339534782419973,0.8256607474251935,0.5085061667739313,0.5719277696268379,11,False
Traditional AC,1,0.25,69,10,random,50,1,2.5,600,4.566122017924819,7.244712059855208,8.302913646832796,4.762431218927063,5.542873118881354,11,True
Local SST,1,0.25,69,10,random,50,1,2.5,600,1.6951583396399812,2.6344141333669038,3.11732208363533,1.7626764487016184,2.043795970350095,11,False
Subtransmission DC backbone,1,0.25,69,10,random,50,1,2.5,600,0.505572174779213,0.7985947830304366,0.9243901909994918,0.5271995551327545,0.619473352265042,11,False
Traditional AC,1,0.25,69,10,random,100,1,2.5,600,5.204948207238875,8.21114102506523,9.381579772446742,5.403462174505081,6.12395498515234,11,True
Local SST,1,0.25,69,10,random,100,1,2.5,600,1.9020367381121468,3.0954790505396454,3.732841949969346,2.0252737713336866,2.359405386539701,11,False
Subtransmission DC backbone,1,0.25,69,10,random,100,1,2.5,600,0.5109242330175848,0.7889305158280153,0.9816245070916302,0.5322365326169495,0.6236696985238745,11,False
Traditional AC,1,0.25,69,10,partial,5,1,2.5,600,3.530997651010975,5.461926890413989,6.42924347922246,3.6722960852669577,4.093706331678038,11,True
Local SST,1,0.25,69,10,partial,5,1,2.5,600,1.3311460696269837,2.1358812446535147,2.529619345831002,1.402633556703403,1.5985212297358355,11,False
Subtransmission DC backbone,1,0.25,69,10,partial,5,1,2.5,600,0.4750637189013464,0.7332759616794149,0.8627117836300713,0.4977571325804471,0.5647501472442369,11,False
Traditional AC,1,0.25,69,10,partial,20,1,2.5,600,3.9900106934010364,6.51975776093928,7.260527051023989,4.261191663924627,4.941432473121961,11,True
Local SST,1,0.25,69,10,partial,20,1,2.5,600,1.485542738978228,2.3423734924891177,2.857692248697266,1.5596117200465274,1.8647473895409725,11,False
Subtransmission DC backbone,1,0.25,69,10,partial,20,1,2.5,600,0.486355619695201,0.774862367292049,0.8961728737840486,0.5110026647651291,0.6117840898090263,11,False
Traditional AC,1,0.25,69,10,partial,50,1,2.5,600,4.507514657397032,7.110526831511205,8.516978843167418,4.7042374009147325,5.3643556804434045,11,True
Local SST,1,0.25,69,10,partial,50,1,2.5,600,1.664657660065016,2.5629026818384535,3.065729346012719,1.7305070605173383,1.9829927964072198,11,False
Subtransmission DC backbone,1,0.25,69,10,partial,50,1,2.5,600,0.5067528980101135,0.80667890216323,0.9953314895326131,0.5334238674281433,0.6315523943682712,11,False
Traditional AC,1,0.25,69,10,partial,100,1,2.5,600,5.148629864082479,8.162789766141303,9.810228955712446,5.3388080823310675,6.089221140190503,11,True
Local SST,1,0.25,69,10,partial,100,1,2.5,600,1.9292269289910424,3.065554971931849,3.8235241690577224,2.0204127864389987,2.3767845053810017,11,False
Subtransmission DC backbone,1,0.25,69,10,partial,100,1,2.5,600,0.5290255584373944,0.8151822439059783,0.9968168000106356,0.5431763653592582,0.6315310983464612,11,False
Traditional AC,1,0.25,69,10,coherent,5,1,2.5,600,3.5319942038660903,5.615967587324016,6.398213536094126,3.710055240943305,4.255397932657348,11,True
