traditional_loss_MW,local_sst_loss_MW,local_sst_99pct_sensitivity_loss_MW,dc_loss_MW,saving_vs_traditional_MW,saving_vs_local_sst_MW,r_ohm_km,pf,trad_eff,sst_eff,dc_term,dc1,dc2,length_km
50.23266187559736,40.91663275303602,35.783239682696106,33.38736707457674,16.84529480102062,7.529265678459282,0.013341650577873367,0.9724547108353305,0.9767087230409336,0.9852358213907801,0.9902551223438947,0.9961887068927893,0.9927581096390494,33.97742737049835
40.37216105786991,21.91873444282031,19.47728857137525,25.23782390918219,15.13433714868772,-3.3190894663618806,0.008479809341144234,0.9728774428894548,0.9702979723698657,0.9876563648243903,0.9938965003590567,0.9948124359571232,0.9908431920479909,19.533912560639035
51.35420268426585,41.96557729877639,36.28308939832735,30.549584885861396,20.804617798404454,11.415992412914992,0.011460897580976433,0.9523758399573532,0.9761579945270935,0.9847339436955588,0.994444294418816,0.9923754316677343,0.9948645322872823,38.67504285158823
64.52010020128107,57.76032571671736,44.040626434580204,38.67139345759058,25.848706743690485,19.08893225912678,0.013387496961419009,0.9616132574787958,0.9715534500070728,0.9775633113092412,0.9908864567503511,0.9940746490360208,0.9926488113839929,43.75593713364864
46.96030527724326,37.466880588690756,27.166088810773136,35.832316648427486,11.127988628815771,1.63456394026327,0.009954695587606116,0.9698178351743328,0.9715884840261736,0.9803311071891909,0.9906487282397625,0.9930683395719111,0.9891799545304845,30.094643776586473
38.975440015294076,30.89131521408379,22.29824523566449,26.252504070608975,12.722935944685101,4.638811143474815,0.010649257466877496,0.9858300965165392,0.9742962665023019,0.9818450709424597,0.9948718587071509,0.9947040552385594,0.9904622188884484,20.776614239898432
59.2714633572681,49.83609882223773,34.692437107647535,30.68872817662573,28.582735180642366,19.147370645612,0.012479091413689015,0.958314091860159,0.9675613322839219,0.9760508760453311,0.9946014500615075,0.9939918232831059,0.9923982333028858,33.778866785158364
55.9669564115814,41.86640308682704,30.219472962940095,31.423224593252897,24.543731818328503,10.443178493574145,0.010792775461502578,0.97694562044799,0.9663231275065832,0.979144817369969,0.9940078235293256,0.993043728296779,0.991597210031449,33.207103552371635
44.54692020232832,34.70782730266869,25.954399843224287,37.11971576783681,7.4272044344915145,-2.4118884651681185,0.012078256905273307,0.9764498362352863,0.97264647175987,0.9817522229457707,0.9892900244442137,0.9928562062372337,0.9890648517570882,23.35857309507547
66.6351170030067,47.199337083688974,37.96339186321688,35.99363166701758,30.641485335989117,11.205705416671393,0.014248559614460593,0.9636950367393008,0.964083452475917,0.9814967363963223,0.991981716077196,0.9939785861033569,0.9915491583986249,33.89651748619872
42.37163842285251,37.96628069867968,27.311055722034098,37.051018658654215,5.320619764198298,0.9152620400254676,0.012323213926122387,0.971230249237817,0.9759317248055048,0.9800045916902536,0.9891074529106144,0.990205126862991,0.9925048335413379,24.58844113993919
49.58830183131194,29.46508491697478,24.432996970089555,32.116215113557814,17.472086717754124,-2.6511301965830327,0.00878227342179249,0.9746771893360473,0.9666000955580936,0.9852275821778506,0.9929084049222734,0.9925359834886395,0.9898183431659011,28.936740796891524
63.005822585596206,38.19103174403596,36.373339781380295,33.37495053713417,29.630872048462038,4.816081206901792,0.0101727406209533,0.954503785931909,0.9658094481671211,0.9883095340409265,0.9954289107756418,0.9941525612584097,0.9895245979967708,43.91819540080978
44.20426857328189,33.358004517190096,24.24715566220689,30.727169027271987,13.4770995460099,2.630835489918109,0.01339132196619424,0.9815681858459563,0.97133655104576,0.9813903234876471,0.9902814714454249,0.9953783541405978,0.9909240842597982,18.996963149757374
50.68365407573938,29.477275660750866,26.01430405686617,28.54476137605083,22.138892699688554,0.9325142847000372,0.009832221021709385,0.9772844064651772,0.9671103456962808,0.9867206816725008,0.9944465762798843,0.9942478190122515,0.9907681161623777,28.852201269232104
48.44912340372062,29.04951131088221,21.58392434927225,33.44807225581765,15.00105114790297,-4.39856094493544,0.011681250520524065,0.9794921744619306,0.964914374410442,0.9828975382446425,0.9894990548317331,0.9931648334183403,0.9900397731446589,17.6032674256808
40.437668626459,18.559706423273443,16.107121900952936,25.5852553073169,14.852413319142101,-7.025548884043456,0.008227856021084504,0.9775545865804233,0.9669849544738351,0.9876301917542256,0.9936015445676903,0.99232792900183,0.99174540531355,13.020190128432148
50.62258170137989,47.23408999095106,34.80353378045905,31.491621280872106,19.130960420507787,15.742468710078956,0.016005428484906783,0.9740224668221303,0.9754411567327429,0.9785227120217761,0.9931263583434307,0.9931476380695562,0.994346024189687,27.33005652524229
56.551401492966534,41.05185025832474,34.41920931698644,36.82681679206645,19.72458470090008,4.225033466258289,0.010890498083653648,0.9653128740252968,0.9697380045820471,0.9838374691156875,0.9928683897601231,0.9890803019547968,0.9932353742865537,38.837246137611025
52.57983166611528,31.447542388625266,26.200909873500468,29.71004661282003,22.869785053295253,1.737495775805236,0.0085946013705256,0.9764648700051668,0.9655724915401225,0.9850419769038442,0.9918970019665515,0.9939673128184605,0.9925341325802366,33.33797702261782
49.411474633794185,39.32009407140076,25.856165659034968,28.916591923717498,20.494882710076688,10.403502147683263,0.00827410760648722,0.9899607875889156,0.9681142591402996,0.9773689414147309,0.9934737586124289,0.9924754668280048,0.9932633503508534,34.83101079429358
39.864501245693205,24.242757627206327,17.769229917154075,28.292224554544568,11.572276691148637,-4.049466927338241,0.009901623617866073,0.9924819732697797,0.9691215405337077,0.983789685397371,0.9917178104968718,0.9956859133937681,0.9885601688097357,14.23842515056378
35.712743238812564,26.89806091252196,22.340142258932232,24.471213699299216,11.241529539513348,2.426847213222743,0.010635851560451246,0.996975215192283,0.9773688121090235,0.9856578348095991,0.9952828504007281,0.9953038453112533,0.9913207668640567,21.348906865478092
45.90437460215199,36.76873841766274,24.833140365256668,26.944329272638917,18.960045329513072,9.824409145023822,0.013321666266997923,0.9798495549737086,0.9703376066116814,0.9787643060727347,0.994385295333393,0.9917646869537632,0.9943326004148634,19.817750760855255
44.87968082320893,30.278723754203558,19.96622046785295,27.489307207489013,17.390373615719916,2.789416546714545,0.008427422657007085,0.985763961455162,0.9666211263811081,0.9801855806062254,0.9936891713581264,0.9951596671775496,0.9888891476264114,21.23176069829983
51.65959862640762,43.2388704095304,32.09552435726297,43.32026775339937,8.339330873008251,-0.08139734386897146,0.01337732376984425,0.9941855104500189,0.9719671207587234,0.9796459256755449,0.988867501894086,0.9915215657909427,0.988185955236591,30.33252452233457
42.29324639668715,31.41969977051711,25.430892232512832,29.26060209464705,13.0326443020401,2.1590976758700577,0.008418255615556283,0.9748596017746836,0.974219509157983,0.9843363532164938,0.9912844916181417,0.9947002961510057,0.9924613439985067,32.30200024575235
