useful_mw,ac_corridor_mw,ac_receiving_q_mvar,receiving_voltage_pu,receiving_angle_deg,line_current_kA,source_q_mvar,line_reactive_burden_mvar,converged,voltage_ok,thermal_ok,source_q_ok,binding_constraint,receiving_voltage_real_pu,receiving_voltage_imag_pu
865.0,888.8550929855461,180.48972467935823,0.9662323573817262,-5.431063887344923,3.927205240366511,273.02737067404047,92.53764599468224,True,True,True,True,none,0.9618947430757675,-0.09145201853787126
870.0,893.9929836964452,181.5330178855973,0.9660017473914905,-5.46386053009565,3.9508487949672,275.1882550846578,93.65523719906048,True,True,True,True,none,0.9616126752965456,-0.09198064292248324
875.0,899.1308744073443,182.57631109183637,0.9657706794462068,-5.496677246979371,3.974505525592897,277.35647612453295,94.78016503269657,True,True,True,True,none,0.9613298293199334,-0.0925092673070952
880.0,904.2687651182434,183.61960429807542,0.9655391524754082,-5.529514118044059,3.99817547979708,279.5320472964528,95.91244299837737,True,True,True,True,none,0.9610462037136882,-0.09303789169170718
885.0,909.4066558291426,184.6628975043145,0.9653071654030737,-5.562371223689804,4.021858705344637,281.714982173714,97.05208466939953,True,True,True,True,none,0.9607617970380884,-0.09356651607631916
890.0,914.5445465400417,185.70619071055359,0.9650747171475901,-5.595248644671296,4.045555250213336,283.9052944005748,98.19910369002122,True,True,True,True,none,0.9604766078458854,-0.09409514046093113
895.0,919.6824372509408,186.74948391679263,0.9648418066217174,-5.628146462100305,4.069265162595292,286.10299769269926,99.35351377590663,True,True,True,True,none,0.9601906346822566,-0.09462376484554309
900.0,924.8203279618399,187.7927771230317,0.9646084327325499,-5.661064757448213,4.092988490898467,288.30810583762013,100.51532871458843,True,True,True,True,none,0.9599038760847564,-0.09515238923015508
905.0,929.958218672739,188.83607032927074,0.9643745943814803,-5.6940036125485305,4.1167252837481545,290.52063269519107,101.68456236592033,True,True,True,True,none,0.9596163305832678,-0.09568101361476705
910.0,935.0961093836381,189.87936353550984,0.9641402904641614,-5.72696310959947,4.140475589988503,292.74059219805355,102.86122866254371,True,True,True,True,none,0.9593279966999535,-0.09620963799937902
915.0,940.2340000945372,190.9226567417489,0.9639055198704679,-5.75994333116652,4.164239458684046,294.9679983521034,104.04534161035448,True,True,True,True,none,0.959038872949206,-0.09673826238399101
920.0,945.3718908054364,191.96594994798795,0.9636702814844589,-5.792944360185043,4.188016939121228,297.20286523696006,105.23691528897211,True,True,True,True,none,0.9587489578375978,-0.09726688676860297
925.0,950.5097815163355,193.00924315422702,0.9634345741843379,-5.825966279962915,4.211808080809974,299.44520700644557,106.43596385221855,True,True,True,True,none,0.958458249863831,-0.09779551115321496
