architecture,campus_count,cluster_load_GW,voltage_kV,short_circuit_ratio,phase_mode,corridor_length_km,rss_0p1_20hz_MW,rss_0p1_20hz_pct_load,p99_ramp_MW_s,p99_ramp_pct_load_per_s,p95_pcc_voltage_deviation_pct,buffer_energy_window_MWh,buffer_energy_window_MWh_per_GW,buffer_max_discharge_MW_per_GW,buffer_max_charge_MW_per_GW
Traditional AC,3,4.5,138,5,random,20,266.0346883649711,5.911881963666024,657.8068769754369,14.617930599454153,1.3493575487599025,,,,
Local SST,3,4.5,138,5,random,20,161.532666973308,3.5896148216290666,297.2267268222797,6.605038373828438,1.129518476253194,,,,
Subtransmission DC backbone,3,4.5,138,5,random,20,23.2679185313147,0.5170648562514377,43.53027596699855,0.9673394659333011,0.33376531421424804,1.27624702326882,0.2836104496152933,93.48399230774076,173.31398873076574
Traditional AC,3,4.5,138,5,random,50,266.0346883649711,5.911881963666024,657.8068769754369,14.617930599454153,1.4992861652887806,,,,
Local SST,3,4.5,138,5,random,50,161.532666973308,3.5896148216290666,297.2267268222797,6.605038373828438,1.2550205291702154,,,,
Subtransmission DC backbone,3,4.5,138,5,random,50,23.2679185313147,0.5170648562514377,43.53027596699855,0.9673394659333011,0.3708503491269422,1.27624702326882,0.2836104496152933,93.48399230774076,173.31398873076574
Traditional AC,3,4.5,138,5,random,100,266.0346883649711,5.911881963666024,657.8068769754369,14.617930599454153,1.7491671928369106,,,,
Local SST,3,4.5,138,5,random,100,161.532666973308,3.5896148216290666,297.2267268222797,6.605038373828438,1.4641906173652512,,,,
Subtransmission DC backbone,3,4.5,138,5,random,100,23.2679185313147,0.5170648562514377,43.53027596699855,0.9673394659333011,0.4326587406480992,1.27624702326882,0.2836104496152933,93.48399230774076,173.31398873076574
Traditional AC,3,4.5,138,5,partial,5,286.8243203741574,6.373873786092387,645.8412884229219,14.352028631620488,1.6192685310283863,,,,
Local SST,3,4.5,138,5,partial,5,187.5609747658066,4.168021661462369,325.26095709471684,7.228021268771485,1.4310749320048455,,,,
Subtransmission DC backbone,3,4.5,138,5,partial,5,21.544987512338427,0.47877750027418725,47.700658629289144,1.0600146362064256,0.5587989540746602,1.4585416860249225,0.324120374672205,84.98981245634867,213.77241210050104
Traditional AC,3,4.5,138,5,partial,20,286.8243203741574,6.373873786092387,645.8412884229219,14.352028631620488,1.7145196210888798,,,,
Local SST,3,4.5,138,5,partial,20,187.5609747658066,4.168021661462369,325.26095709471684,7.228021268771485,1.5152558103580718,,,,
Subtransmission DC backbone,3,4.5,138,5,partial,20,21.544987512338427,0.47877750027418725,47.700658629289144,1.0600146362064256,0.5916694807849344,1.4585416860249225,0.324120374672205,84.98981245634867,213.77241210050104
Traditional AC,3,4.5,138,5,partial,50,286.8243203741574,6.373873786092387,645.8412884229219,14.352028631620488,1.905021801209866,,,,
Local SST,3,4.5,138,5,partial,50,187.5609747658066,4.168021661462369,325.26095709471684,7.228021268771485,1.683617567064524,,,,
Subtransmission DC backbone,3,4.5,138,5,partial,50,21.544987512338427,0.47877750027418725,47.700658629289144,1.0600146362064256,0.6574105342054826,1.4585416860249225,0.324120374672205,84.98981245634867,213.77241210050104
Traditional AC,3,4.5,138,5,partial,100,286.8243203741574,6.373873786092387,645.8412884229219,14.352028631620488,2.2225254347448438,,,,
Local SST,3,4.5,138,5,partial,100,187.5609747658066,4.168021661462369,325.26095709471684,7.228021268771485,1.964220494908611,,,,
Subtransmission DC backbone,3,4.5,138,5,partial,100,21.544987512338427,0.47877750027418725,47.700658629289144,1.0600146362064256,0.7669789565730629,1.4585416860249225,0.324120374672205,84.98981245634867,213.77241210050104
Traditional AC,3,4.5,138,5,coherent,5,567.299105262986,12.606646783621912,1842.703853112466,40.94897451361036,4.118858501991263,,,,
Local SST,3,4.5,138,5,coherent,5,332.6700887430604,7.392668638734675,798.9065485234053,17.75347885607567,2.4470485481283766,,,,
Subtransmission DC backbone,3,4.5,138,5,coherent,5,37.37644267996278,0.830587615110284,74.19504679302919,1.648778817622871,0.5252371194426639,1.8820173519283008,0.41822607820628904,90.8724743341065,334.7585221016353
Traditional AC,3,4.5,138,5,coherent,20,567.299105262986,12.606646783621912,1842.703853112466,40.94897451361036,4.361144296226044,,,,
Local SST,3,4.5,138,5,coherent,20,332.6700887430604,7.392668638734675,798.9065485234053,17.75347885607567,2.5909925803712226,,,,
Subtransmission DC backbone,3,4.5,138,5,coherent,20,37.37644267996278,0.830587615110284,74.19504679302919,1.648778817622871,0.5561334205863502,1.8820173519283008,0.41822607820628904,90.8724743341065,334.7585221016353
Traditional AC,3,4.5,138,5,coherent,50,567.299105262986,12.606646783621912,1842.703853112466,40.94897451361036,4.845715884695603,,,,
Local SST,3,4.5,138,5,coherent,50,332.6700887430604,7.392668638734675,798.9065485234053,17.75347885607567,2.8788806448569133,,,,
Subtransmission DC backbone,3,4.5,138,5,coherent,50,37.37644267996278,0.830587615110284,74.19504679302919,1.648778817622871,0.6179260228737223,1.8820173519283008,0.41822607820628904,90.8724743341065,334.7585221016353
Traditional AC,3,4.5,138,5,coherent,100,567.299105262986,12.606646783621912,1842.703853112466,40.94897451361036,5.653335198811537,,,,
Local SST,3,4.5,138,5,coherent,100,332.6700887430604,7.392668638734675,798.9065485234053,17.75347885607567,3.3586940856663987,,,,
Subtransmission DC backbone,3,4.5,138,5,coherent,100,37.37644267996278,0.830587615110284,74.19504679302919,1.648778817622871,0.720913693352676,1.8820173519283008,0.41822607820628904,90.8724743341065,334.7585221016353
Traditional AC,3,4.5,138,10,random,5,266.0346883649711,5.911881963666024,657.8068769754369,14.617930599454153,0.6371966202477318,,,,
Local SST,3,4.5,138,10,random,5,161.532666973308,3.5896148216290666,297.2267268222797,6.605038373828438,0.5333837248973416,,,,
Subtransmission DC backbone,3,4.5,138,10,random,5,23.2679185313147,0.5170648562514377,43.53027596699855,0.9673394659333011,0.15761139837895044,1.27624702326882,0.2836104496152933,93.48399230774076,173.31398873076574
Traditional AC,3,4.5,138,10,random,20,266.0346883649711,5.911881963666024,657.8068769754369,14.617930599454153,0.6746787743799513,,,,
Local SST,3,4.5,138,10,random,20,161.532666973308,3.5896148216290666,297.2267268222797,6.605038373828438,0.564759238126597,,,,
Subtransmission DC backbone,3,4.5,138,10,random,20,23.2679185313147,0.5170648562514377,43.53027596699855,0.9673394659333011,0.16688265710712402,1.27624702326882,0.2836104496152933,93.48399230774076,173.31398873076574
Traditional AC,3,4.5,138,10,random,50,266.0346883649711,5.911881963666024,657.8068769754369,14.617930599454153,0.7496430826443903,,,,
Local SST,3,4.5,138,10,random,50,161.532666973308,3.5896148216290666,297.2267268222797,6.605038373828438,0.6275102645851077,,,,
Subtransmission DC backbone,3,4.5,138,10,random,50,23.2679185313147,0.5170648562514377,43.53027596699855,0.9673394659333011,0.1854251745634711,1.27624702326882,0.2836104496152933,93.48399230774076,173.31398873076574
Traditional AC,3,4.5,138,10,random,100,266.0346883649711,5.911881963666024,657.8068769754369,14.617930599454153,0.8745835964184553,,,,
Local SST,3,4.5,138,10,random,100,161.532666973308,3.5896148216290666,297.2267268222797,6.605038373828438,0.7320953086826256,,,,
Subtransmission DC backbone,3,4.5,138,10,random,100,23.2679185313147,0.5170648562514377,43.53027596699855,0.9673394659333011,0.2163293703240496,1.27624702326882,0.2836104496152933,93.48399230774076,173.31398873076574
Traditional AC,3,4.5,138,10,partial,5,286.8243203741574,6.373873786092387,645.8412884229219,14.352028631620488,0.8096342655141932,,,,
Local SST,3,4.5,138,10,partial,5,187.5609747658066,4.168021661462369,325.26095709471684,7.228021268771485,0.7155374660024227,,,,
Subtransmission DC backbone,3,4.5,138,10,partial,5,21.544987512338427,0.47877750027418725,47.700658629289144,1.0600146362064256,0.2793994770373301,1.4585416860249225,0.324120374672205,84.98981245634867,213.77241210050104
Traditional AC,3,4.5,138,10,partial,20,286.8243203741574,6.373873786092387,645.8412884229219,14.352028631620488,0.8572598105444399,,,,
Local SST,3,4.5,138,10,partial,20,187.5609747658066,4.168021661462369,325.26095709471684,7.228021268771485,0.7576279051790359,,,,
Subtransmission DC backbone,3,4.5,138,10,partial,20,21.544987512338427,0.47877750027418725,47.700658629289144,1.0600146362064256,0.2958347403924672,1.4585416860249225,0.324120374672205,84.98981245634867,213.77241210050104
Traditional AC,3,4.5,138,10,partial,50,286.8243203741574,6.373873786092387,645.8412884229219,14.352028631620488,0.952510900604933,,,,
Local SST,3,4.5,138,10,partial,50,187.5609747658066,4.168021661462369,325.26095709471684,7.228021268771485,0.841808783532262,,,,
Subtransmission DC backbone,3,4.5,138,10,partial,50,21.544987512338427,0.47877750027418725,47.700658629289144,1.0600146362064256,0.3287052671027413,1.4585416860249225,0.324120374672205,84.98981245634867,213.77241210050104
Traditional AC,3,4.5,138,10,partial,100,286.8243203741574,6.373873786092387,645.8412884229219,14.352028631620488,1.1112627173724219,,,,
Local SST,3,4.5,138,10,partial,100,187.5609747658066,4.168021661462369,325.26095709471684,7.228021268771485,0.9821102474543055,,,,
Subtransmission DC backbone,3,4.5,138,10,partial,100,21.544987512338427,0.47877750027418725,47.700658629289144,1.0600146362064256,0.38348947828653146,1.4585416860249225,0.324120374672205,84.98981245634867,213.77241210050104
Traditional AC,3,4.5,138,10,coherent,5,567.299105262986,12.606646783621912,1842.703853112466,40.94897451361036,2.0594292509956316,,,,
Local SST,3,4.5,138,10,coherent,5,332.6700887430604,7.392668638734675,798.9065485234053,17.75347885607567,1.2235242740641883,,,,
Subtransmission DC backbone,3,4.5,138,10,coherent,5,37.37644267996278,0.830587615110284,74.19504679302919,1.648778817622871,0.26261855972133197,1.8820173519283008,0.41822607820628904,90.8724743341065,334.7585221016353
Traditional AC,3,4.5,138,10,coherent,20,567.299105262986,12.606646783621912,1842.703853112466,40.94897451361036,2.180572148113022,,,,
Local SST,3,4.5,138,10,coherent,20,332.6700887430604,7.392668638734675,798.9065485234053,17.75347885607567,1.2954962901856113,,,,
Subtransmission DC backbone,3,4.5,138,10,coherent,20,37.37644267996278,0.830587615110284,74.19504679302919,1.648778817622871,0.2780667102931751,1.8820173519283008,0.41822607820628904,90.8724743341065,334.7585221016353
Traditional AC,3,4.5,138,10,coherent,50,567.299105262986,12.606646783621912,1842.703853112466,40.94897451361036,2.4228579423478016,,,,
Local SST,3,4.5,138,10,coherent,50,332.6700887430604,7.392668638734675,798.9065485234053,17.75347885607567,1.4394403224284567,,,,
Subtransmission DC backbone,3,4.5,138,10,coherent,50,37.37644267996278,0.830587615110284,74.19504679302919,1.648778817622871,0.30896301143686117,1.8820173519283008,0.41822607820628904,90.8724743341065,334.7585221016353
Traditional AC,3,4.5,138,10,coherent,100,567.299105262986,12.606646783621912,1842.703853112466,40.94897451361036,2.8266675994057686,,,,
Local SST,3,4.5,138,10,coherent,100,332.6700887430604,7.392668638734675,798.9065485234053,17.75347885607567,1.6793470428331994,,,,
Subtransmission DC backbone,3,4.5,138,10,coherent,100,37.37644267996278,0.830587615110284,74.19504679302919,1.648778817622871,0.360456846676338,1.8820173519283008,0.41822607820628904,90.8724743341065,334.7585221016353
Traditional AC,3,4.5,138,20,random,5,266.0346883649711,5.911881963666024,657.8068769754369,14.617930599454153,0.3185983101238659,,,,
Local SST,3,4.5,138,20,random,5,161.532666973308,3.5896148216290666,297.2267268222797,6.605038373828438,0.2666918624486708,,,,
Subtransmission DC backbone,3,4.5,138,20,random,5,23.2679185313147,0.5170648562514377,43.53027596699855,0.9673394659333011,0.07880569918947522,1.27624702326882,0.2836104496152933,93.48399230774076,173.31398873076574
Traditional AC,3,4.5,138,20,random,20,266.0346883649711,5.911881963666024,657.8068769754369,14.617930599454153,0.33733938718997564,,,,
Local SST,3,4.5,138,20,random,20,161.532666973308,3.5896148216290666,297.2267268222797,6.605038373828438,0.2823796190632985,,,,
Subtransmission DC backbone,3,4.5,138,20,random,20,23.2679185313147,0.5170648562514377,43.53027596699855,0.9673394659333011,0.08344132855356201,1.27624702326882,0.2836104496152933,93.48399230774076,173.31398873076574
Traditional AC,3,4.5,138,20,random,50,266.0346883649711,5.911881963666024,657.8068769754369,14.617930599454153,0.37482154132219514,,,,
Local SST,3,4.5,138,20,random,50,161.532666973308,3.5896148216290666,297.2267268222797,6.605038373828438,0.31375513229255386,,,,
Subtransmission DC backbone,3,4.5,138,20,random,50,23.2679185313147,0.5170648562514377,43.53027596699855,0.9673394659333011,0.09271258728173555,1.27624702326882,0.2836104496152933,93.48399230774076,173.31398873076574
Traditional AC,3,4.5,138,20,random,100,266.0346883649711,5.911881963666024,657.8068769754369,14.617930599454153,0.43729179820922764,,,,
Local SST,3,4.5,138,20,random,100,161.532666973308,3.5896148216290666,297.2267268222797,6.605038373828438,0.3660476543413128,,,,
Subtransmission DC backbone,3,4.5,138,20,random,100,23.2679185313147,0.5170648562514377,43.53027596699855,0.9673394659333011,0.1081646851620248,1.27624702326882,0.2836104496152933,93.48399230774076,173.31398873076574
Traditional AC,3,4.5,138,20,partial,5,286.8243203741574,6.373873786092387,645.8412884229219,14.352028631620488,0.4048171327570966,,,,
Local SST,3,4.5,138,20,partial,5,187.5609747658066,4.168021661462369,325.26095709471684,7.228021268771485,0.35776873300121137,,,,
Subtransmission DC backbone,3,4.5,138,20,partial,5,21.544987512338427,0.47877750027418725,47.700658629289144,1.0600146362064256,0.13969973851866505,1.4585416860249225,0.324120374672205,84.98981245634867,213.77241210050104
Traditional AC,3,4.5,138,20,partial,20,286.8243203741574,6.373873786092387,645.8412884229219,14.352028631620488,0.42862990527221995,,,,
Local SST,3,4.5,138,20,partial,20,187.5609747658066,4.168021661462369,325.26095709471684,7.228021268771485,0.37881395258951794,,,,
Subtransmission DC backbone,3,4.5,138,20,partial,20,21.544987512338427,0.47877750027418725,47.700658629289144,1.0600146362064256,0.1479173701962336,1.4585416860249225,0.324120374672205,84.98981245634867,213.77241210050104
Traditional AC,3,4.5,138,20,partial,50,286.8243203741574,6.373873786092387,645.8412884229219,14.352028631620488,0.4762554503024665,,,,
Local SST,3,4.5,138,20,partial,50,187.5609747658066,4.168021661462369,325.26095709471684,7.228021268771485,0.420904391766131,,,,
Subtransmission DC backbone,3,4.5,138,20,partial,50,21.544987512338427,0.47877750027418725,47.700658629289144,1.0600146362064256,0.16435263355137064,1.4585416860249225,0.324120374672205,84.98981245634867,213.77241210050104
Traditional AC,3,4.5,138,20,partial,100,286.8243203741574,6.373873786092387,645.8412884229219,14.352028631620488,0.5556313586862109,,,,
Local SST,3,4.5,138,20,partial,100,187.5609747658066,4.168021661462369,325.26095709471684,7.228021268771485,0.49105512372715276,,,,
Subtransmission DC backbone,3,4.5,138,20,partial,100,21.544987512338427,0.47877750027418725,47.700658629289144,1.0600146362064256,0.19174473914326573,1.4585416860249225,0.324120374672205,84.98981245634867,213.77241210050104
Traditional AC,3,4.5,138,20,coherent,5,567.299105262986,12.606646783621912,1842.703853112466,40.94897451361036,1.0297146254978158,,,,
Local SST,3,4.5,138,20,coherent,5,332.6700887430604,7.392668638734675,798.9065485234053,17.75347885607567,0.6117621370320941,,,,
Subtransmission DC backbone,3,4.5,138,20,coherent,5,37.37644267996278,0.830587615110284,74.19504679302919,1.648778817622871,0.13130927986066598,1.8820173519283008,0.41822607820628904,90.8724743341065,334.7585221016353
Traditional AC,3,4.5,138,20,coherent,20,567.299105262986,12.606646783621912,1842.703853112466,40.94897451361036,1.090286074056511,,,,
Local SST,3,4.5,138,20,coherent,20,332.6700887430604,7.392668638734675,798.9065485234053,17.75347885607567,0.6477481450928056,,,,
Subtransmission DC backbone,3,4.5,138,20,coherent,20,37.37644267996278,0.830587615110284,74.19504679302919,1.648778817622871,0.13903335514658755,1.8820173519283008,0.41822607820628904,90.8724743341065,334.7585221016353
Traditional AC,3,4.5,138,20,coherent,50,567.299105262986,12.606646783621912,1842.703853112466,40.94897451361036,1.2114289711739008,,,,
Local SST,3,4.5,138,20,coherent,50,332.6700887430604,7.392668638734675,798.9065485234053,17.75347885607567,0.7197201612142283,,,,
Subtransmission DC backbone,3,4.5,138,20,coherent,50,37.37644267996278,0.830587615110284,74.19504679302919,1.648778817622871,0.15448150571843058,1.8820173519283008,0.41822607820628904,90.8724743341065,334.7585221016353
Traditional AC,3,4.5,138,20,coherent,100,567.299105262986,12.606646783621912,1842.703853112466,40.94897451361036,1.4133337997028843,,,,
Local SST,3,4.5,138,20,coherent,100,332.6700887430604,7.392668638734675,798.9065485234053,17.75347885607567,0.8396735214165997,,,,
Subtransmission DC backbone,3,4.5,138,20,coherent,100,37.37644267996278,0.830587615110284,74.19504679302919,1.648778817622871,0.180228423338169,1.8820173519283008,0.41822607820628904,90.8724743341065,334.7585221016353
Traditional AC,3,4.5,230,3,random,5,266.0346883649711,5.911881963666024,657.8068769754369,14.617930599454153,2.0973347578873054,,,,
Local SST,3,4.5,230,3,random,5,161.532666973308,3.5896148216290666,297.2267268222797,6.605038373828438,1.7556342735836685,,,,
Subtransmission DC backbone,3,4.5,230,3,random,5,23.2679185313147,0.5170648562514377,43.53027596699855,0.9673394659333011,0.5187784328342449,1.27624702326882,0.2836104496152933,93.48399230774076,173.31398873076574
Traditional AC,3,4.5,230,3,random,20,266.0346883649711,5.911881963666024,657.8068769754369,14.617930599454153,2.142313342845968,,,,
Local SST,3,4.5,230,3,random,20,161.532666973308,3.5896148216290666,297.2267268222797,6.605038373828438,1.7932848894587745,,,,
Subtransmission DC backbone,3,4.5,230,3,random,20,23.2679185313147,0.5170648562514377,43.53027596699855,0.9673394659333011,0.529903943308053,1.27624702326882,0.2836104496152933,93.48399230774076,173.31398873076574
Traditional AC,3,4.5,230,3,random,50,266.0346883649711,5.911881963666024,657.8068769754369,14.617930599454153,2.2322705127632956,,,,
Local SST,3,4.5,230,3,random,50,161.532666973308,3.5896148216290666,297.2267268222797,6.605038373828438,1.8685861212089878,,,,
Subtransmission DC backbone,3,4.5,230,3,random,50,23.2679185313147,0.5170648562514377,43.53027596699855,0.9673394659333011,0.5521549642556696,1.27624702326882,0.2836104496152933,93.48399230774076,173.31398873076574
Traditional AC,3,4.5,230,3,random,100,266.0346883649711,5.911881963666024,657.8068769754369,14.617930599454153,2.3821991292921734,,,,
Local SST,3,4.5,230,3,random,100,161.532666973308,3.5896148216290666,297.2267268222797,6.605038373828438,1.994088174126009,,,,
Subtransmission DC backbone,3,4.5,230,3,random,100,23.2679185313147,0.5170648562514377,43.53027596699855,0.9673394659333011,0.5892399991683638,1.27624702326882,0.2836104496152933,93.48399230774076,173.31398873076574
Traditional AC,3,4.5,230,3,partial,5,286.8243203741574,6.373873786092387,645.8412884229219,14.352028631620488,2.66491383080358,,,,
Local SST,3,4.5,230,3,partial,5,187.5609747658066,4.168021661462369,325.26095709471684,7.228021268771485,2.355193907704707,,,,
Subtransmission DC backbone,3,4.5,230,3,partial,5,21.544987512338427,0.47877750027418725,47.700658629289144,1.0600146362064256,0.9196442917385586,1.4585416860249225,0.324120374672205,84.98981245634867,213.77241210050104
Traditional AC,3,4.5,230,3,partial,20,286.8243203741574,6.373873786092387,645.8412884229219,14.352028631620488,2.7220644848398754,,,,
Local SST,3,4.5,230,3,partial,20,187.5609747658066,4.168021661462369,325.26095709471684,7.228021268771485,2.4057024347166416,,,,
Subtransmission DC backbone,3,4.5,230,3,partial,20,21.544987512338427,0.47877750027418725,47.700658629289144,1.0600146362064256,0.9393666077647228,1.4585416860249225,0.324120374672205,84.98981245634867,213.77241210050104
Traditional AC,3,4.5,230,3,partial,50,286.8243203741574,6.373873786092387,645.8412884229219,14.352028631620488,2.8363657929124675,,,,
Local SST,3,4.5,230,3,partial,50,187.5609747658066,4.168021661462369,325.26095709471684,7.228021268771485,2.5067194887405138,,,,
Subtransmission DC backbone,3,4.5,230,3,partial,50,21.544987512338427,0.47877750027418725,47.700658629289144,1.0600146362064256,0.978811239817052,1.4585416860249225,0.324120374672205,84.98981245634867,213.77241210050104
Traditional AC,3,4.5,230,3,partial,100,286.8243203741574,6.373873786092387,645.8412884229219,14.352028631620488,3.026867973033454,,,,
Local SST,3,4.5,230,3,partial,100,187.5609747658066,4.168021661462369,325.26095709471684,7.228021268771485,2.675081245446966,,,,
Subtransmission DC backbone,3,4.5,230,3,partial,100,21.544987512338427,0.47877750027418725,47.700658629289144,1.0600146362064256,1.0445522932376001,1.4585416860249225,0.324120374672205,84.98981245634867,213.77241210050104
Traditional AC,3,4.5,230,3,coherent,5,567.299105262986,12.606646783621912,1842.703853112466,40.94897451361036,6.778618109813073,,,,
Local SST,3,4.5,230,3,coherent,5,332.6700887430604,7.392668638734675,798.9065485234053,17.75347885607567,4.027234146527617,,,,
Subtransmission DC backbone,3,4.5,230,3,coherent,5,37.37644267996278,0.830587615110284,74.19504679302919,1.648778817622871,0.8644098475533517,1.8820173519283008,0.41822607820628904,90.8724743341065,334.7585221016353
Traditional AC,3,4.5,230,3,coherent,20,567.299105262986,12.606646783621912,1842.703853112466,40.94897451361036,6.923989586353939,,,,
Local SST,3,4.5,230,3,coherent,20,332.6700887430604,7.392668638734675,798.9065485234053,17.75347885607567,4.113600565873322,,,,
Subtransmission DC backbone,3,4.5,230,3,coherent,20,37.37644267996278,0.830587615110284,74.19504679302919,1.648778817622871,0.8829476282395633,1.8820173519283008,0.41822607820628904,90.8724743341065,334.7585221016353
Traditional AC,3,4.5,230,3,coherent,50,567.299105262986,12.606646783621912,1842.703853112466,40.94897451361036,7.214732539435676,,,,
Local SST,3,4.5,230,3,coherent,50,332.6700887430604,7.392668638734675,798.9065485234053,17.75347885607567,4.286333404564738,,,,
Subtransmission DC backbone,3,4.5,230,3,coherent,50,37.37644267996278,0.830587615110284,74.19504679302919,1.648778817622871,0.9200231896119867,1.8820173519283008,0.41822607820628904,90.8724743341065,334.7585221016353
Traditional AC,3,4.5,230,3,coherent,100,567.299105262986,12.606646783621912,1842.703853112466,40.94897451361036,7.699304127905236,,,,
Local SST,3,4.5,230,3,coherent,100,332.6700887430604,7.392668638734675,798.9065485234053,17.75347885607567,4.574221469050429,,,,
Subtransmission DC backbone,3,4.5,230,3,coherent,100,37.37644267996278,0.830587615110284,74.19504679302919,1.648778817622871,0.9818157918993589,1.8820173519283008,0.41822607820628904,90.8724743341065,334.7585221016353
Traditional AC,3,4.5,230,5,random,5,266.0346883649711,5.911881963666024,657.8068769754369,14.617930599454153,1.2584008547323833,,,,
Local SST,3,4.5,230,5,random,5,161.532666973308,3.5896148216290666,297.2267268222797,6.605038373828438,1.0533805641502012,,,,
Subtransmission DC backbone,3,4.5,230,5,random,5,23.2679185313147,0.5170648562514377,43.53027596699855,0.9673394659333011,0.31126705970054686,1.27624702326882,0.2836104496152933,93.48399230774076,173.31398873076574
Traditional AC,3,4.5,230,5,random,20,266.0346883649711,5.911881963666024,657.8068769754369,14.617930599454153,1.2853880057075813,,,,
Local SST,3,4.5,230,5,random,20,161.532666973308,3.5896148216290666,297.2267268222797,6.605038373828438,1.0759709336752648,,,,
Subtransmission DC backbone,3,4.5,230,5,random,20,23.2679185313147,0.5170648562514377,43.53027596699855,0.9673394659333011,0.3179423659848318,1.27624702326882,0.2836104496152933,93.48399230774076,173.31398873076574
Traditional AC,3,4.5,230,5,random,50,266.0346883649711,5.911881963666024,657.8068769754369,14.617930599454153,1.3393623076579773,,,,
Local SST,3,4.5,230,5,random,50,161.532666973308,3.5896148216290666,297.2267268222797,6.605038373828438,1.1211516727253925,,,,
Subtransmission DC backbone,3,4.5,230,5,random,50,23.2679185313147,0.5170648562514377,43.53027596699855,0.9673394659333011,0.33129297855340173,1.27624702326882,0.2836104496152933,93.48399230774076,173.31398873076574
Traditional AC,3,4.5,230,5,random,100,266.0346883649711,5.911881963666024,657.8068769754369,14.617930599454153,1.4293194775753042,,,,
Local SST,3,4.5,230,5,random,100,161.532666973308,3.5896148216290666,297.2267268222797,6.605038373828438,1.1964529044756054,,,,
Subtransmission DC backbone,3,4.5,230,5,random,100,23.2679185313147,0.5170648562514377,43.53027596699855,0.9673394659333011,0.3535439995010182,1.27624702326882,0.2836104496152933,93.48399230774076,173.31398873076574
Traditional AC,3,4.5,230,5,partial,5,286.8243203741574,6.373873786092387,645.8412884229219,14.352028631620488,1.598948298482148,,,,
Local SST,3,4.5,230,5,partial,5,187.5609747658066,4.168021661462369,325.26095709471684,7.228021268771485,1.4131163446228239,,,,
Subtransmission DC backbone,3,4.5,230,5,partial,5,21.544987512338427,0.47877750027418725,47.700658629289144,1.0600146362064256,0.5517865750431351,1.4585416860249225,0.324120374672205,84.98981245634867,213.77241210050104
Traditional AC,3,4.5,230,5,partial,20,286.8243203741574,6.373873786092387,645.8412884229219,14.352028631620488,1.6332386909039254,,,,
Local SST,3,4.5,230,5,partial,20,187.5609747658066,4.168021661462369,325.26095709471684,7.228021268771485,1.4434214608299851,,,,
Subtransmission DC backbone,3,4.5,230,5,partial,20,21.544987512338427,0.47877750027418725,47.700658629289144,1.0600146362064256,0.5636199646588337,1.4585416860249225,0.324120374672205,84.98981245634867,213.77241210050104
Traditional AC,3,4.5,230,5,partial,50,286.8243203741574,6.373873786092387,645.8412884229219,14.352028631620488,1.7018194757474807,,,,
Local SST,3,4.5,230,5,partial,50,187.5609747658066,4.168021661462369,325.26095709471684,7.228021268771485,1.5040316932443083,,,,
Subtransmission DC backbone,3,4.5,230,5,partial,50,21.544987512338427,0.47877750027418725,47.700658629289144,1.0600146362064256,0.5872867438902312,1.4585416860249225,0.324120374672205,84.98981245634867,213.77241210050104
Traditional AC,3,4.5,230,5,partial,100,286.8243203741574,6.373873786092387,645.8412884229219,14.352028631620488,1.8161207838200724,,,,
Local SST,3,4.5,230,5,partial,100,187.5609747658066,4.168021661462369,325.26095709471684,7.228021268771485,1.6050487472681796,,,,
Subtransmission DC backbone,3,4.5,230,5,partial,100,21.544987512338427,0.47877750027418725,47.700658629289144,1.0600146362064256,0.6267313759425601,1.4585416860249225,0.324120374672205,84.98981245634867,213.77241210050104
Traditional AC,3,4.5,230,5,coherent,5,567.299105262986,12.606646783621912,1842.703853112466,40.94897451361036,4.067170865887844,,,,
Local SST,3,4.5,230,5,coherent,5,332.6700887430604,7.392668638734675,798.9065485234053,17.75347885607567,2.4163404879165697,,,,
Subtransmission DC backbone,3,4.5,230,5,coherent,5,37.37644267996278,0.830587615110284,74.19504679302919,1.648778817622871,0.5186459085320111,1.8820173519283008,0.41822607820628904,90.8724743341065,334.7585221016353
Traditional AC,3,4.5,230,5,coherent,20,567.299105262986,12.606646783621912,1842.703853112466,40.94897451361036,4.154393751812364,,,,
Local SST,3,4.5,230,5,coherent,20,332.6700887430604,7.392668638734675,798.9065485234053,17.75347885607567,2.468160339523994,,,,
Subtransmission DC backbone,3,4.5,230,5,coherent,20,37.37644267996278,0.830587615110284,74.19504679302919,1.648778817622871,0.5297685769437379,1.8820173519283008,0.41822607820628904,90.8724743341065,334.7585221016353
Traditional AC,3,4.5,230,5,coherent,50,567.299105262986,12.606646783621912,1842.703853112466,40.94897451361036,4.328839523661406,,,,
Local SST,3,4.5,230,5,coherent,50,332.6700887430604,7.392668638734675,798.9065485234053,17.75347885607567,2.5718000427388428,,,,
Subtransmission DC backbone,3,4.5,230,5,coherent,50,37.37644267996278,0.830587615110284,74.19504679302919,1.648778817622871,0.552013913767192,1.8820173519283008,0.41822607820628904,90.8724743341065,334.7585221016353
Traditional AC,3,4.5,230,5,coherent,100,567.299105262986,12.606646783621912,1842.703853112466,40.94897451361036,4.619582476743142,,,,
Local SST,3,4.5,230,5,coherent,100,332.6700887430604,7.392668638734675,798.9065485234053,17.75347885607567,2.744532881430257,,,,
Subtransmission DC backbone,3,4.5,230,5,coherent,100,37.37644267996278,0.830587615110284,74.19504679302919,1.648778817622871,0.5890894751396153,1.8820173519283008,0.41822607820628904,90.8724743341065,334.7585221016353
