time_s,AI_load_MW,grid_traditional_MW,grid_ac_filter_storage_MW,grid_local_sst_MW,grid_local_sst_coord_MW,grid_dc_backbone_MW,dc_buffer_power_MW,dc_buffer_energy_MWh,pcc_v_ac_pct,pcc_v_local_sst_pct,pcc_v_dc_pct,v800_ac_pct,v800_local_sst_pct,v800_dc_pct
184.88,1071.9197886782372,1071.9197886782372,996.6976208298312,1063.9868895131885,1007.943689641385,988.4108090168713,83.50897966136586,-0.30580304180585083,0.7191978867823718,0.639116200923263,-0.13892569196890234,3.9555883773030454,0.6858167423696805,0.3062507802516829
184.9,1072.1126558660872,1072.1126558660872,996.9124784795072,1064.131992483776,1008.1993428932763,988.5153057045732,83.59735016151399,-0.3053386120827313,0.7211265586608715,0.6405672306291377,-0.13788072509188395,3.966196072634794,0.6880283789141555,0.30681325562767914
184.92000000000002,1072.2995573063724,1072.2995573063724,997.1272564818629,1064.2778418556081,1008.4547222335675,988.6199052696192,83.67965203675328,-0.3048737251269716,0.7229955730637243,0.6420257243474589,-0.13683472944142408,3.976475651850484,0.6900983193947817,0.30735166225872834
184.94,1072.4800579151151,1072.4800579151151,997.3419368278265,1064.4243099995278,1008.7098032522191,988.7245995925224,83.75545832259274,-0.3044084170251794,0.7248005791511515,0.6434904057866561,-0.13578778621239168,3.986403185331333,0.6920187787722453,0.3078642760478926
184.96,1072.653723583017,1072.653723583017,997.5565003228555,1064.5712638135187,1008.9645599069235,988.8293800219737,83.82434356104318,-0.30394272622761803,0.7265372358301693,0.6449599439265649,-0.13473998191787814,3.9959547970659317,0.6937820700702123,0.3083493778605971
184.98,1072.820120319618,1072.820120319618,997.7709265906526,1064.7185648225561,1009.2189645300816,988.9342373756537,83.88588294396425,-0.303476693544596,0.728201203196179,0.6464329540169388,-0.1336914083810791,4.005106617578985,0.6953805841489102,0.3088052500996412
185.0,1072.978813151929,1072.978813151929,997.9851940737332,1064.8660692570093,1009.4729878313639,989.0391619396689,83.93965121226006,-0.3030103621489723,0.7297881315192899,0.6479079983614702,-0.13264216274092633,4.013834723356095,0.6968067643774103,0.309230172300855
185.02,1073.1293647481743,1073.1293647481743,998.1992800300706,1065.013628105066,1009.7265988947775,989.1441434662713,83.98522128190302,-0.3025437775862951,0.7312936474817433,0.6493835868420365,-0.13159234747490245,4.022115061149589,0.698053075622015,0.30962241563263154
185.04,1073.2713337349348,1073.2713337349348,998.4131605249562,1065.1610871341707,1009.979765169041,989.2491711694781,84.02216256545671,-0.30207698779426473,0.7327133373493484,0.6508581771330841,-0.1305420704428343,4.029923355421417,0.6991119669232795,0.30998023617326004
185.06,1073.4042726736186,1073.4042726736186,998.6268104171177,1065.3082868759466,1010.2324524499357,989.3542337181724,84.05003895544621,-0.3016100431334012,0.7340427267361861,0.6523301745508434,-0.12949144495589165,4.0372349970490236,0.6999758271894594,0.3103018668306065
185.08,1073.5277256599072,1073.5277256599072,998.8402033380373,1065.4550625685174,1010.4846248531627,989.4593192262145,84.06840643369276,-0.3011429964309918,0.7352772565990722,0.6537979314765516,-0.12844058987547102,4.044024911294898,0.7006369331918172,0.31058550775967686
185.1,1073.6412255076148,1073.6412255076148,999.0533116633068,1065.6012440495726,1010.7362447760888,989.5644152390502,84.0768102685646,-0.30067590304061087,0.7364122550761476,0.655259746287104,-0.12738962974711399,4.050267402918812,0.7010873891066098,0.3108293151248357
185.12,1073.7442904764173,1073.7442904764173,999.2661064747401,1065.746655592909,1010.9872728466081,989.6695087162503,84.07478176016696,-0.3002088209197211,0.737442904764173,0.6567138617204682,-0.12633869497511227,4.055935976202952,0.7013190568135556,0.3110313880456454
185.14000000000001,1073.8364205011337,1073.8364205011337,999.4785575118524,1065.891115680556,1011.2376678571839,989.7745860093651,84.06183449176865,-0.29974181072810013,0.7383642050113371,0.6581584625969367,-0.12528792204396497,4.061003127562355,0.7013234761302611,0.3111897535582816
185.16,1073.917092878858,1073.917092878858,999.6906331111886,1066.034436701954,1011.4873866819714,989.8796328344206,84.03746004443747,-0.29927493595007554,0.7391709287885805,0.6595916728109182,-0.12423745379340971,4.065440108337193,0.7010917741406224,0.311302349419068
185.18,1073.9857573692611,1073.9857573692611,999.9023001318669,1066.176424571013,1011.7363841747494,989.9846342383343,84.00112313092689,-0.2988082630437926,0.7398575736926114,0.6610115515015081,-0.1231874397542731,4.069216655309363,0.7006145627626643,0.31136700457285293
185.20000000000002,1074.0418306629906,1074.0418306629906,1000.1135238655738,1066.3168782512269,1011.9846130452205,990.089574558465,83.95225610452565,-0.2983418616209897,0.740418306629906,0.6624160883036462,-0.12213803655296601,4.072300686464484,0.6998818237017195,0.3113814171075094
185.22,1074.0846901733619,1074.0846901733619,1000.3242679291287,1066.4555891784078,1012.2320237110697,990.1944373744636,83.89025279889825,-0.29787580466099584,0.7408469017336188,0.6638031975754551,-0.1210894083929793,4.074657959534903,0.6988827799493547,0.31134312951699716
