input_source,scenario_id,architecture,corridor_build,base_load_mw,max_transfer_mw,mw_per_km_at_limit,base_load_feasible,median_efficiency_at_base_load,median_loss_mw_at_base_load,thdv_p95_pct,harmonic_source_count,harmonic_ownership,p95_pcc_voltage_deviation_pct,data_center_load_served_min_fraction,data_center_tripped,ride_through_pass_fraction,dc_buffer_event_mwh,voltage_support_location,benefit_transfer_vs_c1,benefit_harmonics_vs_c1,benefit_voltage_vs_c1,three_benefits_met_vs_c1,c3_vs_c2_transfer_gain_pct
fallback_archived_travis150_corridor_catalog,C1,Greenfield traditional AC data-center supply,new_ac_data_center_corridor,1000.0,1010.48828125,67.36588541666667,True,0.9645691951763201,36.732258298175395,3.7190287251810843,4,distributed AC-facing rectifier and UPS harmonic sources at the data-center campus,3.2559153018115166,0.425,True,0.0,0.0,none,False,False,False,False,
fallback_archived_travis150_corridor_catalog,C2,Greenfield AC corridor with data-center SST,new_ac_corridor_with_local_sst,1000.0,1068.84765625,71.25651041666667,True,0.9770119726079859,23.5289106341767,1.169785326105911,3,distributed SST front ends with local filtering at the data-center campus,1.9343667203607524,0.40625,False,1.0,0.0,34.5 kV AC side near the data-center SST,True,True,True,True,
fallback_archived_travis150_corridor_catalog,C3,Greenfield bipolar DC data-center corridor,new_dedicated_bipolar_dc_data_center_corridor,1000.0,1243.92578125,82.92838541666667,True,0.9762326659040169,24.345972969439572,0.17722514391850755,1,single grid-facing AC/DC terminal owns AC-side harmonic compliance,0.4151945432080331,1.0,False,1.0,0.4836361111102481,transmission interconnection AC side at the grid-facing AC/DC terminal,True,True,True,True,16.38008222932845
