campus_count,cluster_load_GW,voltage_kV,short_circuit_ratio,phase_mode,corridor_length_km,Local SST,Subtransmission DC backbone,Traditional AC,dc_vs_traditional_reduction_pct,dc_vs_local_reduction_pct,local_vs_traditional_reduction_pct,dc_p95_minus_traditional_p95_pctpt,dc_p95_minus_local_p95_pctpt
1,0.25,69,10,coherent,5,2.186431344297724,0.7166383880162742,5.615967587324016,87.23927129433898,67.22337566714418,61.06759324550253,-4.899329199307742,-1.4697929562814496
1,0.25,69,10,coherent,20,2.4541979004930337,0.7604476285513672,6.474643710301604,88.25498880592545,69.01441288012683,62.09524399638801,-5.714196081750236,-1.6937502719416666
1,0.25,69,10,coherent,50,2.72810488443642,0.8002452046912883,6.914902392920748,88.42723788103571,70.66662615295287,60.547456357021545,-6.11465718822946,-1.927859679745132
1,0.25,69,10,coherent,100,2.9332901566479173,0.8432889842043265,7.901563466909588,89.32756804731268,71.25108873756922,62.87709174352594,-7.0582744827052615,-2.090001172443591
1,0.25,69,10,partial,5,2.1358812446535147,0.7332759616794149,5.461926890413989,86.57477523241187,65.66869232477539,60.89509640998463,-4.728650928734574,-1.4026052829740998
1,0.25,69,10,partial,20,2.3423734924891177,0.774862367292049,6.51975776093928,88.115166303657,66.91977732088134,64.07269137325035,-5.744895393647231,-1.5675111251970688
1,0.25,69,10,partial,50,2.5629026818384535,0.80667890216323,7.110526831511205,88.65514579611275,68.52479386440952,63.95621952397923,-6.303847929347975,-1.7562237796752234
1,0.25,69,10,partial,100,3.065554971931849,0.8151822439059783,8.162789766141303,90.01343575835679,73.40833058386596,62.44476386434008,-7.347607522235325,-2.2503727280258707
1,0.25,69,10,random,5,2.0187893049551926,0.7441571667163815,5.529961140293928,86.54317547922537,63.13844318028532,63.49360775349155,-4.785803973577546,-1.274632138238811
1,0.25,69,10,random,20,2.3482468104931713,0.7339534782419973,6.348800052637161,88.43949294107746,68.74461939169612,63.01274585710479,-5.614846574395163,-1.614293332251174
1,0.25,69,10,random,50,2.6344141333669038,0.7985947830304366,7.244712059855208,88.97685958485978,69.68605759756552,63.63673101702878,-6.446117276824771,-1.8358193503364673
1,0.25,69,10,random,100,3.0954790505396454,0.7889305158280153,8.21114102506523,90.39195023663903,74.51345969566557,62.30147501924004,-7.422210509237214,-2.30654853471163
1,0.25,69,20,coherent,5,1.0583365456826437,0.3726888690768788,2.8375755034695214,86.86594000331658,64.78541059578656,62.70278819405479,-2.4648866343926423,-0.6856476766057649
1,0.25,69,20,coherent,20,1.1715766195738717,0.3689770060990387,3.2854539925619193,88.76937534555707,68.50594319360489,64.34049534017964,-2.9164769864628806,-0.802599613474833
1,0.25,69,20,coherent,50,1.3309667660146494,0.38790141142291756,3.5224913492900147,88.98786759260311,70.85566512044312,62.21518709242775,-3.134589937867097,-0.9430653545917318
1,0.25,69,20,coherent,100,1.5182912222400864,0.42101537803580397,4.031313066624963,89.55637106129592,72.27044641576482,62.337551136627354,-3.610297688589159,-1.0972758442042825
1,0.25,69,20,partial,5,1.020922562230924,0.3702303154276835,2.8349342405885762,86.94042669043294,63.73571031492783,63.987786820093405,-2.464703925160893,-0.6506922468032404
1,0.25,69,20,partial,20,1.1915029475136534,0.3951856813753509,3.150409553263816,87.45605373860235,66.83300849569888,62.179426916755645,-2.755223871888465,-0.7963172661383024
1,0.25,69,20,partial,50,1.3065054408385164,0.39309779881616147,3.6934096119527267,89.3567776088521,69.91227234661412,64.6260345288981,-3.300311813136565,-0.9134076420223549
1,0.25,69,20,partial,100,1.55194648808976,0.3923720664066332,4.021743297611938,90.2437317011352,74.71742296413899,61.41110028053538,-3.6293712312053046,-1.1595744216831267
1,0.25,69,20,random,5,1.0760098766495247,0.37538277919071683,2.7682291998871342,86.4396062578192,65.11344483569405,61.13002938147623,-2.3928464206964173,-0.7006270974588079
1,0.25,69,20,random,20,1.224618974295,0.39576686195019767,3.2231911653762717,87.72127243951427,67.68244896923663,62.00600859638931,-2.827424303426074,-0.8288521123448023
1,0.25,69,20,random,50,1.2781271521701694,0.39680922108709415,3.6042813410498042,88.99061467350612,68.9538540501749,64.53864082103273,-3.20747211996271,-0.8813179310830752
1,0.25,69,20,random,100,1.5148658322478734,0.427245991350594,4.003102243787652,89.32712767919855,71.79644677069427,62.15770320134168,-3.5758562524370574,-1.0876198408972795
1,0.25,138,3,coherent,5,7.306168111463153,2.5774622198160757,18.307905350810454,85.92158867752735,64.72210630122079,60.092823447223445,-15.730443130994379,-4.728705891647078
1,0.25,138,3,coherent,20,7.994216345909512,2.6468157696549883,20.984024401835953,87.38651976870837,66.89086640732067,61.90332134187722,-18.337208632180964,-5.347400576254524
1,0.25,138,3,coherent,50,9.138033945605425,2.748975929539312,23.41626590943333,88.26040009892493,69.91720597775495,60.97569962286714,-20.66728997989402,-6.389058016066113
1,0.25,138,3,coherent,100,10.00400016794386,2.815152622880483,27.601334548614858,89.80066482683259,71.85973035165306,63.75537512389633,-24.786181925734375,-7.188847545063377
1,0.25,138,3,partial,5,7.266041113332084,2.5533537571489546,18.2966860804673,86.04472008800109,64.85907914195617,60.28766585721239,-15.743332323318345,-4.712687356183129
1,0.25,138,3,partial,20,7.900538150426794,2.464293962561585,21.106961995349753,88.32473397590562,68.8085303096921,62.569041664227065,-18.64266803278817,-5.436244187865208
1,0.25,138,3,partial,50,8.99433353518432,2.69682108787729,23.599905873182735,88.57274642378228,70.01644338262774,61.888265218020024,-20.903084785305445,-6.29751244730703
