scenario,run,h,vh_pct
AC + active filter/storage,231,23,0.1570446856496134
AC + active filter/storage,231,25,0.2926482456126006
AC + active filter/storage,231,29,0.0903272852369047
AC + active filter/storage,231,31,0.11606319636148274
AC + active filter/storage,232,5,0.06709794312525852
AC + active filter/storage,232,7,0.14694423968452444
AC + active filter/storage,232,11,1.3379196718265567
AC + active filter/storage,232,13,0.5066350644572702
AC + active filter/storage,232,17,0.21984555783823043
AC + active filter/storage,232,19,0.10408741145527853
AC + active filter/storage,232,23,0.47630141304475404
AC + active filter/storage,232,25,0.13437793951140584
AC + active filter/storage,232,29,0.09916241267781518
AC + active filter/storage,232,31,0.15129067598511348
AC + active filter/storage,233,5,0.06834549753729247
AC + active filter/storage,233,7,0.14643505954375072
AC + active filter/storage,233,11,0.398733986953127
AC + active filter/storage,233,13,0.47610323095779283
AC + active filter/storage,233,17,0.1657029046764321
AC + active filter/storage,233,19,0.17876780677109327
AC + active filter/storage,233,23,0.09210007769412404
AC + active filter/storage,233,25,0.04931062699930728
AC + active filter/storage,233,29,0.07381229577581279
AC + active filter/storage,233,31,0.09606195884795837
AC + active filter/storage,234,5,0.16367081206783737
AC + active filter/storage,234,7,0.7373313710869779
AC + active filter/storage,234,11,0.25746686441430977
AC + active filter/storage,234,13,0.29981988716991625
AC + active filter/storage,234,17,0.1392532192559412
AC + active filter/storage,234,19,0.10592801249349429
AC + active filter/storage,234,23,0.4938591998429804
AC + active filter/storage,234,25,0.10981059866528067
AC + active filter/storage,234,29,0.0860235879192227
AC + active filter/storage,234,31,0.06599739113320278
AC + active filter/storage,235,5,0.2047096718341506
AC + active filter/storage,235,7,0.20567998236462204
AC + active filter/storage,235,11,1.6428161430397479
AC + active filter/storage,235,13,0.6830499677108027
AC + active filter/storage,235,17,0.09755996952582596
AC + active filter/storage,235,19,0.08091587738940774
AC + active filter/storage,235,23,0.29007925433807635
AC + active filter/storage,235,25,0.3842807909741176
AC + active filter/storage,235,29,0.0569179707399848
AC + active filter/storage,235,31,0.08072009221638013
AC + active filter/storage,236,5,0.23959109543777654
AC + active filter/storage,236,7,0.36922022636033097
AC + active filter/storage,236,11,0.3920484661982224
AC + active filter/storage,236,13,0.11252805877180298
AC + active filter/storage,236,17,0.15744753562354752
AC + active filter/storage,236,19,0.08129999004735311
AC + active filter/storage,236,23,0.3012167265767744
AC + active filter/storage,236,25,0.049956971017914735
AC + active filter/storage,236,29,0.04481434064565916
AC + active filter/storage,236,31,0.024345404450938725
AC + active filter/storage,237,5,0.2081657740566039
AC + active filter/storage,237,7,0.3561958755897565
AC + active filter/storage,237,11,1.4848530723229454
AC + active filter/storage,237,13,0.21289513925163625
AC + active filter/storage,237,17,0.10861247069239238
AC + active filter/storage,237,19,0.23050079334101245
AC + active filter/storage,237,23,0.26177125294448067
AC + active filter/storage,237,25,0.32337338964509216
AC + active filter/storage,237,29,0.05888565560490308
AC + active filter/storage,237,31,0.10444892444683224
AC + active filter/storage,238,5,0.09608385422952764
AC + active filter/storage,238,7,0.39270259309141536
AC + active filter/storage,238,11,1.62415125750195
AC + active filter/storage,238,13,0.3255524386202754
AC + active filter/storage,238,17,0.02315340134125729
AC + active filter/storage,238,19,0.27003968953923624
AC + active filter/storage,238,23,0.26757996070511353
AC + active filter/storage,238,25,0.26471547439337295
AC + active filter/storage,238,29,0.16538866520797568
AC + active filter/storage,238,31,0.12158013914852873
AC + active filter/storage,239,5,0.08742536175222988
AC + active filter/storage,239,7,0.18140367996297466
AC + active filter/storage,239,11,0.2110740880397944
AC + active filter/storage,239,13,0.05960904457334233
AC + active filter/storage,239,17,0.04762235360063779
AC + active filter/storage,239,19,0.07625954479986502
AC + active filter/storage,239,23,0.1278270245966507
AC + active filter/storage,239,25,0.018363873993569334
AC + active filter/storage,239,29,0.07050267766972204
AC + active filter/storage,239,31,0.02996681791492091
AC + active filter/storage,240,5,0.15514342324952168
AC + active filter/storage,240,7,0.1370487709461427
AC + active filter/storage,240,11,0.6684981186742038
AC + active filter/storage,240,13,0.5785561967056081
AC + active filter/storage,240,17,0.0743171951539182
AC + active filter/storage,240,19,0.089319394566754
AC + active filter/storage,240,23,0.2663228073734689
AC + active filter/storage,240,25,0.1208336562228889
AC + active filter/storage,240,29,0.021359015521968196
AC + active filter/storage,240,31,0.03441390772956224
AC + active filter/storage,241,5,0.17085472739010235
AC + active filter/storage,241,7,0.2897319824796173
AC + active filter/storage,241,11,1.1133131485884529
AC + active filter/storage,241,13,0.3256894556955499
AC + active filter/storage,241,17,0.05606649903855845
AC + active filter/storage,241,19,0.10093369907671862
AC + active filter/storage,241,23,0.08773714334931094
AC + active filter/storage,241,25,0.17151052554468016
AC + active filter/storage,241,29,0.05843674662570682
AC + active filter/storage,241,31,0.07438280700296529
AC + active filter/storage,242,5,0.3074541990833719
AC + active filter/storage,242,7,0.2849034044145119
AC + active filter/storage,242,11,0.41274549883828654
AC + active filter/storage,242,13,0.19555598260299847
AC + active filter/storage,242,17,0.13783054695461122
AC + active filter/storage,242,19,0.17354124833807766
AC + active filter/storage,242,23,0.23400316469354063
AC + active filter/storage,242,25,0.126053524187621
AC + active filter/storage,242,29,0.04913373290191704
AC + active filter/storage,242,31,0.05057341106993215
AC + active filter/storage,243,5,0.1437997452897777
AC + active filter/storage,243,7,0.343587082995489
AC + active filter/storage,243,11,0.24167555907201477
AC + active filter/storage,243,13,0.22184170864262204
AC + active filter/storage,243,17,0.08376787562279547
AC + active filter/storage,243,19,0.08151203317904865
AC + active filter/storage,243,23,0.20353174656769474
AC + active filter/storage,243,25,0.1435556792099663
AC + active filter/storage,243,29,0.10090559488480678
AC + active filter/storage,243,31,0.02008324350267334
AC + active filter/storage,244,5,0.1841113965698534
AC + active filter/storage,244,7,0.4528358704905158
AC + active filter/storage,244,11,1.5532343761469156
AC + active filter/storage,244,13,0.4261176971079775
AC + active filter/storage,244,17,0.12120171441397401
AC + active filter/storage,244,19,0.09737272324424083
AC + active filter/storage,244,23,0.30353874651987794
AC + active filter/storage,244,25,0.6215907821965294
AC + active filter/storage,244,29,0.20790220273189194
AC + active filter/storage,244,31,0.15548634343102688
AC + active filter/storage,245,5,0.1687418333060503
AC + active filter/storage,245,7,0.28769941055509113
AC + active filter/storage,245,11,0.6445032462050687
AC + active filter/storage,245,13,0.15153326279303236
AC + active filter/storage,245,17,0.1654043407832522
AC + active filter/storage,245,19,0.12217586164238815
AC + active filter/storage,245,23,0.15755079802916921
AC + active filter/storage,245,25,0.2753458135507344
AC + active filter/storage,245,29,0.11007574816255263
AC + active filter/storage,245,31,0.034516463255594806
AC + active filter/storage,246,5,0.15382546132118347
AC + active filter/storage,246,7,0.2254027054510404
AC + active filter/storage,246,11,0.8057514325783791
AC + active filter/storage,246,13,0.4092752202766455
AC + active filter/storage,246,17,0.09423994398555655
AC + active filter/storage,246,19,0.16736393237943972
AC + active filter/storage,246,23,0.16065008959786226
AC + active filter/storage,246,25,0.2283597037484075
AC + active filter/storage,246,29,0.1643609353807174
AC + active filter/storage,246,31,0.030339621665344284
AC + active filter/storage,247,5,0.1054980635162999
AC + active filter/storage,247,7,0.19296491515614395
AC + active filter/storage,247,11,0.3151944590726721
AC + active filter/storage,247,13,0.5367007632073075
AC + active filter/storage,247,17,0.14617907928019558
AC + active filter/storage,247,19,0.07976398355342842
AC + active filter/storage,247,23,0.14364894585596494
AC + active filter/storage,247,25,0.22194708577977434
AC + active filter/storage,247,29,0.014943722484450042
AC + active filter/storage,247,31,0.02425800814150281
AC + active filter/storage,248,5,0.14191080730865047
AC + active filter/storage,248,7,0.3778906359094053
AC + active filter/storage,248,11,0.319158558898419
AC + active filter/storage,248,13,0.3897539133814241
AC + active filter/storage,248,17,0.12616782291236225
AC + active filter/storage,248,19,0.11378691550652353
AC + active filter/storage,248,23,0.38525235707263716
AC + active filter/storage,248,25,0.3781451018383556
AC + active filter/storage,248,29,0.04531801556669134
AC + active filter/storage,248,31,0.02871544015075543
AC + active filter/storage,249,5,0.307259077202579
AC + active filter/storage,249,7,0.6076298303663855
AC + active filter/storage,249,11,0.2313448829767195
AC + active filter/storage,249,13,0.2819369106709029
AC + active filter/storage,249,17,0.14598439511826364
AC + active filter/storage,249,19,0.20136105395860907
AC + active filter/storage,249,23,0.08558401661924424
AC + active filter/storage,249,25,0.31165247884136554
AC + active filter/storage,249,29,0.10703931086788651
AC + active filter/storage,249,31,0.08217359880416328
AC + active filter/storage,250,5,0.015568760359576609
AC + active filter/storage,250,7,0.11034123692154861
AC + active filter/storage,250,11,1.225907835837262
AC + active filter/storage,250,13,0.36532484332772747
AC + active filter/storage,250,17,0.03741162131281725
AC + active filter/storage,250,19,0.0735019540410227
AC + active filter/storage,250,23,0.3842935958468351
AC + active filter/storage,250,25,0.13101038782995497
AC + active filter/storage,250,29,0.13938930352788495
AC + active filter/storage,250,31,0.053294242043084625
AC + active filter/storage,251,5,0.3613870292567838
AC + active filter/storage,251,7,0.4278453513095209
AC + active filter/storage,251,11,1.1387113256822463
AC + active filter/storage,251,13,0.603254358968495
AC + active filter/storage,251,17,0.10375876407347624
AC + active filter/storage,251,19,0.20052441825151981
AC + active filter/storage,251,23,0.3885851149495782
AC + active filter/storage,251,25,0.10759511724423777
AC + active filter/storage,251,29,0.03149134455464076
AC + active filter/storage,251,31,0.04824259018877871
AC + active filter/storage,252,5,0.05835383255716596
AC + active filter/storage,252,7,0.27438305950160785
AC + active filter/storage,252,11,1.050676883308933
AC + active filter/storage,252,13,0.8127490810769588
AC + active filter/storage,252,17,0.1765606052371019
AC + active filter/storage,252,19,0.2509738528481072
AC + active filter/storage,252,23,0.1537617001482972
AC + active filter/storage,252,25,0.1681167418959951
AC + active filter/storage,252,29,0.048543019583917324
AC + active filter/storage,252,31,0.11447722519009282
AC + active filter/storage,253,5,0.3160228400745183
AC + active filter/storage,253,7,0.16463716704656386
AC + active filter/storage,253,11,0.8471565395132485
AC + active filter/storage,253,13,0.10000394238078132
AC + active filter/storage,253,17,0.06835427818502433
AC + active filter/storage,253,19,0.21424623756556088
AC + active filter/storage,253,23,0.45604779837364473
AC + active filter/storage,253,25,0.2142083704434455
AC + active filter/storage,253,29,0.05139355736887615
AC + active filter/storage,253,31,0.06701764768925568
AC + active filter/storage,254,5,0.23265311916664164
AC + active filter/storage,254,7,0.3435978618744157
AC + active filter/storage,254,11,1.322291814712868
AC + active filter/storage,254,13,0.7270096676280401
AC + active filter/storage,254,17,0.24737404212451988
AC + active filter/storage,254,19,0.13007898048297664
AC + active filter/storage,254,23,0.17459323553952324
AC + active filter/storage,254,25,0.1806723755860985
AC + active filter/storage,254,29,0.16748751793790706
AC + active filter/storage,254,31,0.11283428902679161
AC + active filter/storage,255,5,0.24691963488011012
AC + active filter/storage,255,7,0.3711919808973938
AC + active filter/storage,255,11,0.03487560406377343
AC + active filter/storage,255,13,0.2944007732091621
AC + active filter/storage,255,17,0.03952037530505861
AC + active filter/storage,255,19,0.1202722580633641
AC + active filter/storage,255,23,0.5696537160184135
AC + active filter/storage,255,25,0.1490719985230758
AC + active filter/storage,255,29,0.11844535083631261
AC + active filter/storage,255,31,0.041768621068417965
AC + active filter/storage,256,5,0.22714612383422367
AC + active filter/storage,256,7,0.6044294546131784
AC + active filter/storage,256,11,1.2046319479932608
AC + active filter/storage,256,13,0.3100480220387156
AC + active filter/storage,256,17,0.051578875453234606
AC + active filter/storage,256,19,0.10720769993490899
AC + active filter/storage,256,23,0.41198142574775054
AC + active filter/storage,256,25,0.2575915381495472
AC + active filter/storage,256,29,0.09707550945781886
AC + active filter/storage,256,31,0.1132470494893614
AC + active filter/storage,257,5,0.25505787165388133
AC + active filter/storage,257,7,0.2221603356162573
AC + active filter/storage,257,11,0.47626295238033334
AC + active filter/storage,257,13,0.11416298450438533
AC + active filter/storage,257,17,0.19634032328008882
AC + active filter/storage,257,19,0.25050227526868374
AC + active filter/storage,257,23,0.3804986749172371
AC + active filter/storage,257,25,0.3010706649239936
AC + active filter/storage,257,29,0.014179832311497565
AC + active filter/storage,257,31,0.07471169089775641
AC + active filter/storage,258,5,0.13380890307337392
AC + active filter/storage,258,7,0.426863787102328
AC + active filter/storage,258,11,0.41221902593857684
AC + active filter/storage,258,13,0.21321771866451303
AC + active filter/storage,258,17,0.08889900681895711
AC + active filter/storage,258,19,0.15630499402195144
AC + active filter/storage,258,23,0.16997024310764686
AC + active filter/storage,258,25,0.19681235734990066
AC + active filter/storage,258,29,0.11262014661912564
AC + active filter/storage,258,31,0.10830074092002616
AC + active filter/storage,259,5,0.14358583237746322
AC + active filter/storage,259,7,0.12768739994165346
AC + active filter/storage,259,11,0.6658501774253418
AC + active filter/storage,259,13,0.6414172933276397
AC + active filter/storage,259,17,0.04082131073591107
AC + active filter/storage,259,19,0.0350694222971589
AC + active filter/storage,259,23,0.14724246294975837
AC + active filter/storage,259,25,0.1695910034692598
AC + active filter/storage,259,29,0.04642337441863236
AC + active filter/storage,259,31,0.05160474020848054
AC + active filter/storage,260,5,0.13967983843473983
AC + active filter/storage,260,7,0.03662965398730494
AC + active filter/storage,260,11,0.6672153981655436
AC + active filter/storage,260,13,0.10600300526569768
AC + active filter/storage,260,17,0.09879809900012378
AC + active filter/storage,260,19,0.051836673074894576
AC + active filter/storage,260,23,0.10727755424587714
AC + active filter/storage,260,25,0.08744335707793864
AC + active filter/storage,260,29,0.04555998594835073
AC + active filter/storage,260,31,0.07024561934272652
AC + active filter/storage,261,5,0.27031357552666924
AC + active filter/storage,261,7,0.7581340882418364
AC + active filter/storage,261,11,0.5663408712785347
AC + active filter/storage,261,13,0.18299143890786726
AC + active filter/storage,261,17,0.08363871248665111
AC + active filter/storage,261,19,0.042914976595433495
AC + active filter/storage,261,23,0.41855229002254707
AC + active filter/storage,261,25,0.09280541041625612
AC + active filter/storage,261,29,0.14766592632226905
AC + active filter/storage,261,31,0.05451797396891757
AC + active filter/storage,262,5,0.06429264820139727
AC + active filter/storage,262,7,0.05839658216638177
AC + active filter/storage,262,11,0.6554421562407461
AC + active filter/storage,262,13,0.3126491719008208
AC + active filter/storage,262,17,0.08049173515370037
AC + active filter/storage,262,19,0.05617985030391419
AC + active filter/storage,262,23,0.36384775527654517
AC + active filter/storage,262,25,0.06373642273879368
AC + active filter/storage,262,29,0.03875019103783701
AC + active filter/storage,262,31,0.027139907180446978
AC + active filter/storage,263,5,0.16890909805362309
AC + active filter/storage,263,7,0.24353003290779499
AC + active filter/storage,263,11,0.647556932052275
AC + active filter/storage,263,13,1.043113562332592
AC + active filter/storage,263,17,0.06574655701786823
AC + active filter/storage,263,19,0.11036121246172938
AC + active filter/storage,263,23,0.13401380284561068
AC + active filter/storage,263,25,0.3333045798361939
AC + active filter/storage,263,29,0.04873205656509036
AC + active filter/storage,263,31,0.07552708932891518
AC + active filter/storage,264,5,0.16218515255569482
AC + active filter/storage,264,7,0.14208298550889598
AC + active filter/storage,264,11,0.5893118881287288
AC + active filter/storage,264,13,0.5424208388218141
AC + active filter/storage,264,17,0.09729180771578556
AC + active filter/storage,264,19,0.0850189870465015
AC + active filter/storage,264,23,0.2471620692692221
AC + active filter/storage,264,25,0.3242855981093934
AC + active filter/storage,264,29,0.07738599036795275
AC + active filter/storage,264,31,0.03761568118936229
AC + active filter/storage,265,5,0.23255458099426143
AC + active filter/storage,265,7,0.596703532461523
AC + active filter/storage,265,11,0.10776606052754774
AC + active filter/storage,265,13,0.06802539162524626
AC + active filter/storage,265,17,0.09399369457171142
AC + active filter/storage,265,19,0.14992795094443104
AC + active filter/storage,265,23,0.12721545669406756
AC + active filter/storage,265,25,0.30901055395281424
AC + active filter/storage,265,29,0.11172807637713329
AC + active filter/storage,265,31,0.04146854647088775
AC + active filter/storage,266,5,0.09999302562193721
AC + active filter/storage,266,7,0.2642206353976079
AC + active filter/storage,266,11,0.2814751472855548
AC + active filter/storage,266,13,0.2888290107304541
AC + active filter/storage,266,17,0.15560339209892118
AC + active filter/storage,266,19,0.20435345360335258
AC + active filter/storage,266,23,0.136537562117038
AC + active filter/storage,266,25,0.25292856041510375
AC + active filter/storage,266,29,0.13252612588254103
AC + active filter/storage,266,31,0.015230847562440964
AC + active filter/storage,267,5,0.048952791857654845
AC + active filter/storage,267,7,0.2609390797632647
AC + active filter/storage,267,11,0.6331939585277725
AC + active filter/storage,267,13,0.18210446391218532
AC + active filter/storage,267,17,0.12542052030751416
AC + active filter/storage,267,19,0.18385482770939768
AC + active filter/storage,267,23,0.2175341610293348
AC + active filter/storage,267,25,0.4000462466114131
AC + active filter/storage,267,29,0.15199784891640583
AC + active filter/storage,267,31,0.08050720198962653
AC + active filter/storage,268,5,0.15769144415743014
AC + active filter/storage,268,7,0.4206544695247353
AC + active filter/storage,268,11,0.20088297417646392
AC + active filter/storage,268,13,0.42985195274450294
AC + active filter/storage,268,17,0.08670317172814027
AC + active filter/storage,268,19,0.09362114862134142
AC + active filter/storage,268,23,0.22285300192558288
AC + active filter/storage,268,25,0.27209958215107416
AC + active filter/storage,268,29,0.17273687907757845
AC + active filter/storage,268,31,0.07551299107452632
AC + active filter/storage,269,5,0.16519654941134015
AC + active filter/storage,269,7,0.20533942487482398
AC + active filter/storage,269,11,0.658698227298297
AC + active filter/storage,269,13,0.7195103903909633
AC + active filter/storage,269,17,0.07120631199534942
AC + active filter/storage,269,19,0.0625508875430796
AC + active filter/storage,269,23,0.3842082179180637
AC + active filter/storage,269,25,0.19717880368244345
AC + active filter/storage,269,29,0.12376874384458965
AC + active filter/storage,269,31,0.023997633502191827
AC + active filter/storage,270,5,0.08180128494968526
AC + active filter/storage,270,7,0.09265684204568407
AC + active filter/storage,270,11,0.23510534408801076
AC + active filter/storage,270,13,0.6304832423106823
AC + active filter/storage,270,17,0.10278112610301963
AC + active filter/storage,270,19,0.09654882962995597
AC + active filter/storage,270,23,0.24460317043159815
AC + active filter/storage,270,25,0.20396482575032604
AC + active filter/storage,270,29,0.04763171210364874
AC + active filter/storage,270,31,0.08208254671528349
AC + active filter/storage,271,5,0.21693841723942714
AC + active filter/storage,271,7,0.5163591314613656
AC + active filter/storage,271,11,0.6626640815157463
AC + active filter/storage,271,13,0.20618400610836382
AC + active filter/storage,271,17,0.1136830125273291
AC + active filter/storage,271,19,0.10581853564478379
AC + active filter/storage,271,23,0.3057594940871541
AC + active filter/storage,271,25,0.23702349875426612
AC + active filter/storage,271,29,0.06882608929409972
AC + active filter/storage,271,31,0.0352445118037327
AC + active filter/storage,272,5,0.1083809413444501
AC + active filter/storage,272,7,0.4401958135369189
AC + active filter/storage,272,11,0.3634906406903358
AC + active filter/storage,272,13,0.10981206190321144
AC + active filter/storage,272,17,0.11694972600071564
AC + active filter/storage,272,19,0.06950032720089985
AC + active filter/storage,272,23,0.1783974273809103
AC + active filter/storage,272,25,0.18620921451731096
AC + active filter/storage,272,29,0.11514447082581777
AC + active filter/storage,272,31,0.10203373274921526
AC + active filter/storage,273,5,0.329898687650084
AC + active filter/storage,273,7,0.28048360236019887
AC + active filter/storage,273,11,0.5466137348643596
AC + active filter/storage,273,13,0.42477107940852904
AC + active filter/storage,273,17,0.09565261550423433
AC + active filter/storage,273,19,0.22021379466172608
AC + active filter/storage,273,23,0.2523079584600406
AC + active filter/storage,273,25,0.15838107352261155
AC + active filter/storage,273,29,0.17377111427721778
AC + active filter/storage,273,31,0.09261585933833713
AC + active filter/storage,274,5,0.2927280874687239
AC + active filter/storage,274,7,0.15703455259286936
AC + active filter/storage,274,11,1.6274948192623278
AC + active filter/storage,274,13,0.027706140196793638
AC + active filter/storage,274,17,0.17676648941980844
AC + active filter/storage,274,19,0.23407884280136515
AC + active filter/storage,274,23,0.20196343576147607
AC + active filter/storage,274,25,0.2980366889762326
AC + active filter/storage,274,29,0.056883550628330344
AC + active filter/storage,274,31,0.04658602033254159
AC + active filter/storage,275,5,0.2808118020551067
AC + active filter/storage,275,7,0.3276588151190174
AC + active filter/storage,275,11,0.4697683968302568
AC + active filter/storage,275,13,0.067542262370738
AC + active filter/storage,275,17,0.2006522760867931
AC + active filter/storage,275,19,0.09780662339405768
AC + active filter/storage,275,23,0.1951517511969104
AC + active filter/storage,275,25,0.3678686790614007
AC + active filter/storage,275,29,0.11591174506975616
AC + active filter/storage,275,31,0.10509005145833673
AC + active filter/storage,276,5,0.04336907966731251
AC + active filter/storage,276,7,0.24977465943474228
AC + active filter/storage,276,11,0.6890623025328341
AC + active filter/storage,276,13,0.2154495273133706
AC + active filter/storage,276,17,0.1076122382237611
AC + active filter/storage,276,19,0.02806925166443843
AC + active filter/storage,276,23,0.18878739323742383
AC + active filter/storage,276,25,0.19023514516369336
AC + active filter/storage,276,29,0.10251335425242183
AC + active filter/storage,276,31,0.041177169341225096
AC + active filter/storage,277,5,0.2687440203560267
AC + active filter/storage,277,7,0.4694166683671933
AC + active filter/storage,277,11,0.6790998968427808
AC + active filter/storage,277,13,0.2801784765787929
AC + active filter/storage,277,17,0.19226636840549194
AC + active filter/storage,277,19,0.2384470728944369
AC + active filter/storage,277,23,0.652170702648096
AC + active filter/storage,277,25,0.16119190694422247
AC + active filter/storage,277,29,0.061999073507517405
AC + active filter/storage,277,31,0.08106232049147424
AC + active filter/storage,278,5,0.12593390252965075
AC + active filter/storage,278,7,0.1692767311913289
AC + active filter/storage,278,11,1.1838202704906031
AC + active filter/storage,278,13,0.45389140346952717
AC + active filter/storage,278,17,0.06025840838810362
AC + active filter/storage,278,19,0.20538051356026452
AC + active filter/storage,278,23,0.30587816757120256
AC + active filter/storage,278,25,0.12196940449248288
AC + active filter/storage,278,29,0.023612432594348035
AC + active filter/storage,278,31,0.04663458223672037
AC + active filter/storage,279,5,0.09567621708774529
AC + active filter/storage,279,7,0.3672348529370745
AC + active filter/storage,279,11,0.23482210529590175
AC + active filter/storage,279,13,0.2501789660658999
AC + active filter/storage,279,17,0.16815217265658272
AC + active filter/storage,279,19,0.10074877220813944
AC + active filter/storage,279,23,0.14946639577334286
AC + active filter/storage,279,25,0.04576917161409756
AC + active filter/storage,279,29,0.015432727829929754
AC + active filter/storage,279,31,0.040741453864829684
AC + active filter/storage,280,5,0.0670523616663805
AC + active filter/storage,280,7,0.22753866078981136
AC + active filter/storage,280,11,0.6528629809303518
AC + active filter/storage,280,13,0.6366515632933232
AC + active filter/storage,280,17,0.08535768035600332
AC + active filter/storage,280,19,0.21708278387436325
AC + active filter/storage,280,23,0.22292938766064269
AC + active filter/storage,280,25,0.14770928283166287
AC + active filter/storage,280,29,0.06759152220576138
AC + active filter/storage,280,31,0.05324598586079687
AC + active filter/storage,281,5,0.21036188725385735
AC + active filter/storage,281,7,0.15587516732664952
AC + active filter/storage,281,11,1.4517111126620634
AC + active filter/storage,281,13,0.32185033969880666
AC + active filter/storage,281,17,0.15816986588535376
AC + active filter/storage,281,19,0.3151000678857056
AC + active filter/storage,281,23,0.6758608699275394
AC + active filter/storage,281,25,0.31597929866497343
AC + active filter/storage,281,29,0.1445906660192003
AC + active filter/storage,281,31,0.08225801686812544
AC + active filter/storage,282,5,0.25802955316225135
AC + active filter/storage,282,7,0.31746925197781267
AC + active filter/storage,282,11,0.10804011405848238
AC + active filter/storage,282,13,0.79571097876101
AC + active filter/storage,282,17,0.061711105221005653
AC + active filter/storage,282,19,0.23507704038246685
AC + active filter/storage,282,23,0.2438248878492111
AC + active filter/storage,282,25,0.41159463592362755
AC + active filter/storage,282,29,0.13321825680322258
AC + active filter/storage,282,31,0.029834495209936352
AC + active filter/storage,283,5,0.1638791423763192
AC + active filter/storage,283,7,0.4770562487693089
AC + active filter/storage,283,11,0.5029051310223461
AC + active filter/storage,283,13,0.08057112844303752
AC + active filter/storage,283,17,0.07849274490133458
AC + active filter/storage,283,19,0.2830068413928826
AC + active filter/storage,283,23,0.3160692872021373
AC + active filter/storage,283,25,0.10290954786741675
AC + active filter/storage,283,29,0.06688289665964851
AC + active filter/storage,283,31,0.06284442785266688
AC + active filter/storage,284,5,0.20746772877208208
AC + active filter/storage,284,7,0.13045758887833703
AC + active filter/storage,284,11,0.8994318091214539
AC + active filter/storage,284,13,0.346722074005548
AC + active filter/storage,284,17,0.07370201754417957
AC + active filter/storage,284,19,0.08207559185122319
AC + active filter/storage,284,23,0.4255649161445036
AC + active filter/storage,284,25,0.14167901565641547
AC + active filter/storage,284,29,0.0757681563024676
AC + active filter/storage,284,31,0.048589489441683356
AC + active filter/storage,285,5,0.20619737696800453
AC + active filter/storage,285,7,0.25272940389726456
AC + active filter/storage,285,11,0.5095868433987246
AC + active filter/storage,285,13,0.18634125525536227
AC + active filter/storage,285,17,0.11666162616169257
AC + active filter/storage,285,19,0.16996421149888774
AC + active filter/storage,285,23,0.14388316634654988
AC + active filter/storage,285,25,0.13288929943305033
AC + active filter/storage,285,29,0.0767170710983328
AC + active filter/storage,285,31,0.032034993784010916
AC + active filter/storage,286,5,0.25991421685426563
AC + active filter/storage,286,7,0.06345794637382234
AC + active filter/storage,286,11,0.7878400188987779
AC + active filter/storage,286,13,0.3635924826653895
AC + active filter/storage,286,17,0.10390485758455914
AC + active filter/storage,286,19,0.10967772835178995
AC + active filter/storage,286,23,0.20943227380303392
AC + active filter/storage,286,25,0.10348161591549161
AC + active filter/storage,286,29,0.053752748515187375
AC + active filter/storage,286,31,0.07778613030352913
AC + active filter/storage,287,5,0.1645418185992748
AC + active filter/storage,287,7,0.3579163899459527
AC + active filter/storage,287,11,0.41382512383256875
AC + active filter/storage,287,13,0.6728278034528584
AC + active filter/storage,287,17,0.11658462070558505
AC + active filter/storage,287,19,0.09390702621437459
AC + active filter/storage,287,23,0.38828196441148743
AC + active filter/storage,287,25,0.1481429796419458
AC + active filter/storage,287,29,0.052743116312808834
AC + active filter/storage,287,31,0.05301780859944698
AC + active filter/storage,288,5,0.1434992471513721
AC + active filter/storage,288,7,0.1336558728271689
AC + active filter/storage,288,11,0.4048028206533007
AC + active filter/storage,288,13,0.2694557634525438
AC + active filter/storage,288,17,0.16604291651025527
AC + active filter/storage,288,19,0.14829867226010152
AC + active filter/storage,288,23,0.21216540670019177
AC + active filter/storage,288,25,0.30856238778634315
AC + active filter/storage,288,29,0.04862420119813824
AC + active filter/storage,288,31,0.08648095603568702
AC + active filter/storage,289,5,0.3460056289481083
AC + active filter/storage,289,7,0.294871043751891
AC + active filter/storage,289,11,0.5441727991830368
AC + active filter/storage,289,13,0.5862202014055719
AC + active filter/storage,289,17,0.12813757861761113
AC + active filter/storage,289,19,0.07448656265948023
AC + active filter/storage,289,23,0.13968897810489386
AC + active filter/storage,289,25,0.17810908728619748
AC + active filter/storage,289,29,0.11248758711258462
AC + active filter/storage,289,31,0.04609013224421144
AC + active filter/storage,290,5,0.13531945229316128
AC + active filter/storage,290,7,0.3490524935127814
AC + active filter/storage,290,11,1.2878299547826957
AC + active filter/storage,290,13,0.2655137511720846
AC + active filter/storage,290,17,0.14305933181036207
AC + active filter/storage,290,19,0.09440565819457003
AC + active filter/storage,290,23,0.24934834055083202
AC + active filter/storage,290,25,0.34091325561370844
AC + active filter/storage,290,29,0.14476989710619415
AC + active filter/storage,290,31,0.1361166027752719
AC + active filter/storage,291,5,0.4421789800169382
AC + active filter/storage,291,7,0.15396699634704444
AC + active filter/storage,291,11,0.5389267851937785
AC + active filter/storage,291,13,0.6566929167321469
AC + active filter/storage,291,17,0.1250459340400603
AC + active filter/storage,291,19,0.3130639748446946
AC + active filter/storage,291,23,0.22633057635053966
AC + active filter/storage,291,25,0.5200910661316467
AC + active filter/storage,291,29,0.12190602050526467
AC + active filter/storage,291,31,0.08469448393939663
AC + active filter/storage,292,5,0.04087608097145465
AC + active filter/storage,292,7,0.15816303344124
AC + active filter/storage,292,11,0.2510197591489559
AC + active filter/storage,292,13,0.2269485313154994
AC + active filter/storage,292,17,0.09591409685553078
