time_s,poi_voltage_pu,poi_angle_rad,poi_bus,event
1.24,1.05233282,-0.07849041,150,4
1.26,1.05417301,-0.07086292,150,4
1.28,1.05506589,-0.06369531,150,4
1.3,1.05522922,-0.05704527,150,4
1.32,1.05484347,-0.05095344,150,4
1.34,1.05405573,-0.0454476,150,4
1.36,1.05298388,-0.04054506,150,4
1.38,1.05172076,-0.03625421,150,4
1.4,1.05033816,-0.03257571,150,4
1.42,1.04889056,-0.02950353,150,4
1.44,1.04741839,-0.02702591,150,4
1.46,1.04595092,-0.02512631,150,4
1.48,1.04450882,-0.02378432,150,4
1.5,1.04310616,-0.02297655,150,4
1.52,1.0417522,-0.02267752,150,4
1.54,1.04045274,-0.02286044,150,4
1.56,1.03921124,-0.02349797,150,4
1.58,1.03802963,-0.02456289,150,4
1.6,1.03690893,-0.02602862,150,4
1.62,1.03584964,-0.02786965,150,4
1.64,1.03485201,-0.03006193,150,4
1.66,1.03391617,-0.03258299,150,4
1.68,1.03304214,-0.03541208,150,4
1.7,1.03222984,-0.03853012,150,4
1.72,1.03147894,-0.04191964,150,4
1.74,1.03078885,-0.0455646,150,4
1.76,1.03015855,-0.04945017,150,4
1.78,1.02958653,-0.05356251,150,4
1.8,1.02907072,-0.05788856,150,4
1.82,1.02860847,-0.06241579,150,4
1.84,1.02819653,-0.06713204,150,4
1.86,1.02783108,-0.07202537,150,4
1.88,1.02750782,-0.07708396,150,4
1.9,1.02722204,-0.08229605,150,4
1.92,1.02696874,-0.08764998,150,4
1.94,1.02674274,-0.09313419,150,4
1.96,1.02653886,-0.09873736,150,4
1.98,1.026352,-0.10444846,150,4
2.0,1.02617732,-0.11025689,150,4
2.02,1.02601032,-0.11615263,150,4
2.04,1.02584694,-0.12212635,150,4
2.06,1.02568367,-0.12816949,150,4
2.08,1.02551755,-0.13427435,150,4
2.1,1.02534623,-0.14043414,150,4
2.12,1.02516795,-0.14664293,150,4
2.14,1.02498154,-0.1528957,150,4
2.16,1.02478633,-0.15918815,150,4
2.18,1.02458212,-0.16551669,150,4
2.2,1.02436911,-0.17187824,150,4
2.22,1.0241478,-0.1782701,150,4
2.24,1.02391894,-0.18468975,150,4
2.26,1.02368342,-0.19113476,150,4
2.28,1.02344226,-0.19760254,150,4
2.3,1.02319651,-0.20409028,150,4
2.32,1.02294723,-0.21059483,150,4
2.34,1.02269546,-0.21711258,150,4
2.36,1.02244225,-0.22363946,150,4
2.38,1.02218857,-0.23017093,150,4
2.4,1.02193543,-0.23670196,150,4
2.42,1.02168379,-0.24322713,150,4
2.44,1.02143463,-0.24974069,150,4
2.46,1.02118898,-0.25623661,150,4
2.48,1.02094788,-0.26270874,150,4
2.5,1.02071239,-0.2691509,150,4
2.52,1.02048365,-0.27555695,150,4
2.54,1.02026278,-0.28192093,150,4
2.56,1.02005092,-0.2882371,150,4
2.58,1.0198492,-0.29450005,150,4
2.6,1.01965868,-0.30070475,150,4
2.62,1.01948036,-0.30684656,150,4
2.64,1.01931509,-0.31292124,150,4
2.66,1.01916359,-0.318925,150,4
2.68,1.01902639,-0.32485447,150,4
2.7,1.01890379,-0.33070666,150,4
2.72,1.01879589,-0.33647895,150,4
2.74,1.01870253,-0.34216907,150,4
2.76,1.01862331,-0.34777507,150,4
2.78,1.01855761,-0.35329526,150,4
2.8,1.01850457,-0.35872823,150,4
2.82,1.01846314,-0.36407283,150,4
2.84,1.0184321,-0.36932812,150,4
2.86,1.01841009,-0.37449339,150,4
2.88,1.01839566,-0.37956817,150,4
2.9,1.0183873,-0.38455221,150,4
2.92,1.01838348,-0.3894455,150,4
2.94,1.0183827,-0.3942483,150,4
2.96,1.01838351,-0.39896109,150,4
2.98,1.01838453,-0.40358462,150,4
0.0,1.01660454,-0.13451618,150,5
0.02,1.01656852,-0.13620191,150,5
0.04,1.01670801,-0.13734454,150,5
0.06,1.01681083,-0.13807864,150,5
0.08,1.01684617,-0.13858181,150,5
0.1,1.01682941,-0.1389798,150,5
0.12,1.01678109,-0.13934732,150,5
0.14,1.01671722,-0.13972527,150,5
0.16,1.01664852,-0.14013491,150,5
0.18,1.01658159,-0.14058677,150,5
0.2,1.01652022,-0.14108575,150,5
0.22,1.01646632,-0.14163383,150,5
0.24,1.01642061,-0.14223148,150,5
0.26,1.01638305,-0.14287841,150,5
0.28,1.01635317,-0.14357394,150,5
0.3,1.01633025,-0.14431718,150,5
0.32,1.01631347,-0.14510715,150,5
0.34,1.01630196,-0.14594283,150,5
0.36,1.01629492,-0.14682315,150,5
0.38,1.01629159,-0.14774707,150,5
0.4,1.01629128,-0.14871354,150,5
0.42,1.01629342,-0.14972153,150,5
0.44,1.0162975,-0.15077001,150,5
0.46,1.01630309,-0.15185799,150,5
0.48,1.01630985,-0.15298446,150,5
0.5,1.01631747,-0.15414846,150,5
0.52,1.01632573,-0.15534902,150,5
0.54,1.01633442,-0.1565852,150,5
0.56,1.01634339,-0.15785608,150,5
0.58,1.01635251,-0.15916072,150,5
0.6,1.01636168,-0.16049825,150,5
0.62,1.01637081,-0.16186776,150,5
0.64,1.01637983,-0.16326839,150,5
0.66,1.01638868,-0.16469928,150,5
0.68,1.01639732,-0.16615958,150,5
0.7,1.0164057,-0.16764846,150,5
0.72,1.01641378,-0.16916511,150,5
0.74,1.01642154,-0.1707087,150,5
0.76,1.01642896,-0.17227845,150,5
0.78,1.01643601,-0.17387357,150,5
0.8,1.01644267,-0.17549327,150,5
0.82,1.01644893,-0.1771368,150,5
0.84,1.01645478,-0.17880339,150,5
0.86,1.01646021,-0.18049229,150,5
0.88,1.01646523,-0.18220276,150,5
0.9,1.01646984,-0.18393405,150,5
0.92,1.01647403,-0.18568545,150,5
0.94,1.01647782,-0.18745622,150,5
0.96,1.01648122,-0.18924564,150,5
0.98,1.01648425,-0.19105301,150,5
1.0,0.10224176,0.02029028,150,5
1.02,0.09603573,0.17736983,150,5
1.04,0.09359132,0.21213263,150,5
1.06,0.87132271,0.11798284,150,5
1.08,0.92334997,-0.01869718,150,5
1.1,0.96068598,-0.07402588,150,5
1.12,0.98536774,-0.09283486,150,5
1.14,1.00237418,-0.09446084,150,5
1.16,1.01517826,-0.08779238,150,5
1.18,1.02557131,-0.07723903,150,5
1.2,1.03436511,-0.06508387,150,5
1.22,1.04198488,-0.05246058,150,5
1.24,1.04849916,-0.0399807,150,5
1.26,1.05364147,-0.02799839,150,5
1.28,1.05746813,-0.01660484,150,5
1.3,1.06013321,-0.00585569,150,5
1.32,1.06180374,0.00420075,150,5
1.34,1.06264507,0.01352324,150,5
1.36,1.06281198,0.02207847,150,5
1.38,1.06244373,0.02984194,150,5
1.4,1.06166171,0.03679838,150,5
1.42,1.0605691,0.04294176,150,5
1.44,1.05925161,0.04827483,150,5
1.46,1.05777897,0.05280844,150,5
1.48,1.05620686,0.05656056,150,5
1.5,1.05457896,0.05955518,150,5
1.52,1.05292898,0.06182108,150,5
1.54,1.05128261,0.06339057,150,5
1.56,1.04965921,0.06429832,150,5
1.58,1.04807331,0.06458015,150,5
1.6,1.04653584,0.064272,150,5
1.62,1.04505509,0.06340911,150,5
1.64,1.04363746,0.06202523,150,5
1.66,1.04228797,0.0601522,150,5
1.68,1.0410106,0.05781954,150,5
1.7,1.03980847,0.05505441,150,5
1.72,1.03868392,0.0518816,150,5
1.74,1.03763847,0.04832369,150,5
1.76,1.03667283,0.04440135,150,5
1.78,1.03578673,0.04013371,150,5
1.8,1.03497896,0.03553864,150,5
1.82,1.03424726,0.03063324,150,5
1.84,1.03358835,0.02543409,150,5
1.86,1.03299797,0.01995756,150,5
1.88,1.03247093,0.01422002,150,5
1.9,1.03200132,0.00823796,150,5
1.92,1.03158258,0.00202807,150,5
1.94,1.03120772,-0.00439287,150,5
1.96,1.03086957,-0.011008,150,5
1.98,1.03056091,-0.01780062,150,5
2.0,1.03027475,-0.02475432,150,5
2.02,1.03000446,-0.03185329,150,5
2.04,1.02974399,-0.03908245,150,5
2.06,1.02948798,-0.04642774,150,5
2.08,1.02923186,-0.05387627,150,5
2.1,1.02897195,-0.06141642,150,5
2.12,1.02870543,-0.06903799,150,5
2.14,1.02843034,-0.07673215,150,5
2.16,1.02814555,-0.0844914,150,5
2.18,1.02785063,-0.0923095,150,5
2.2,1.02754579,-0.10018121,150,5
2.22,1.0272317,-0.10810216,150,5
2.24,1.02690941,-0.11606856,150,5
2.26,1.02658021,-0.12407696,150,5
2.28,1.02624549,-0.13212399,150,5
2.3,1.02590671,-0.14020609,150,5
2.32,1.02556525,-0.14831938,150,5
2.34,1.02522243,-0.15645941,150,5
2.36,1.02487945,-0.16462111,150,5
2.38,1.02453741,-0.1727987,150,5
2.4,1.02419729,-0.18098568,150,5
2.42,1.02386004,-0.18917489,150,5
2.44,1.02352654,-0.19735857,150,5
2.46,1.02319772,-0.20552851,150,5
2.48,1.02287453,-0.21367615,150,5
2.5,1.022558,-0.22179278,150,5
2.52,1.02224925,-0.22986966,150,5
2.54,1.02194949,-0.2378982,150,5
2.56,1.02166,-0.24587011,150,5
2.58,1.02138213,-0.25377747,150,5
2.6,1.02111724,-0.26161287,150,5
2.62,1.02086665,-0.26936947,150,5
2.64,1.02063162,-0.27704101,150,5
2.66,1.02041327,-0.28462187,150,5
2.68,1.02021253,-0.29210701,150,5
2.7,1.0200301,-0.299492,150,5
2.72,1.0198664,-0.30677294,150,5
2.74,1.01972155,-0.31394643,150,5
2.76,1.01959536,-0.32100951,150,5
2.78,1.01948729,-0.32795961,150,5
2.8,1.01939652,-0.33479454,150,5
2.82,1.0193219,-0.34151241,150,5
2.84,1.01926204,-0.34811164,150,5
2.86,1.01921532,-0.3545909,150,5
2.88,1.01917996,-0.36094918,150,5
2.9,1.01915405,-0.36718573,150,5
2.92,1.01913562,-0.3733001,150,5
2.94,1.0191227,-0.37929214,150,5
2.96,1.01911336,-0.38516203,150,5
2.98,1.01910575,-0.39091031,150,5
