# travis150_greenfield_proxy_recorder: 
"time", "travis_source:voltage", "travis_poi:voltage", "travis_source:angle", "travis_poi:angle", "travis_source:busgenerationreal", "travis_poi:busgenerationreal", "travis_source:busloadreal", "travis_poi:busloadreal"
55.8s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
55.82s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
55.84s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
55.86s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
55.88s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
55.9s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
55.92s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
55.94s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
55.96s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
55.98s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
56s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
56.02s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
56.04s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
56.06s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
56.08s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
56.1s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
56.12s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
56.14s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
56.16s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
56.18s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
56.2s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
56.22s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
56.24s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
56.26s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
56.28s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
56.3s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
56.32s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
56.34s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
56.36s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
56.38s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
56.4s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
56.42s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
56.44s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
56.46s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
56.48s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
56.5s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
56.52s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
56.54s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
56.56s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
56.58s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
56.6s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
56.62s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
56.64s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
56.66s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
56.68s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
56.7s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
56.72s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
56.74s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
56.76s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
56.78s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
56.8s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
56.82s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
56.84s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
56.86s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
56.88s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
56.9s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
56.92s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
56.94s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
56.96s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
56.98s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
57s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
57.02s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
57.04s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
57.06s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
57.08s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
57.1s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
57.12s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
57.14s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
57.16s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
57.18s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
57.2s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
57.22s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
57.24s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
57.26s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
57.28s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
57.3s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
57.32s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
57.34s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
57.36s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
57.38s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
57.4s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
57.42s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
57.44s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
57.46s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
57.48s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
57.5s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
57.52s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
57.54s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
57.56s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
57.58s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
57.6s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
57.62s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
57.64s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
57.66s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
57.68s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
57.7s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
57.72s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
57.74s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
57.76s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
57.78s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
57.8s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
57.82s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
57.84s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
57.86s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
57.88s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
57.9s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
57.92s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
57.94s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
57.96s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
57.98s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
58s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
58.02s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
58.04s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
58.06s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
58.08s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
58.1s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
58.12s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
58.14s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
58.16s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
58.18s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
58.2s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
58.22s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
58.24s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
58.26s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
58.28s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
58.3s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
58.32s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
58.34s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
58.36s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
58.38s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
58.4s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
58.42s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
58.44s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
58.46s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
58.48s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
58.5s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
58.52s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
58.54s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
58.56s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
58.58s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
58.6s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
58.62s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
58.64s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
58.66s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
58.68s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
58.7s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
58.72s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
58.74s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
58.76s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
58.78s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
58.8s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
58.82s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
58.84s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
58.86s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
58.88s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
58.9s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
58.92s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
58.94s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
58.96s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
58.98s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
59s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
59.02s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
59.04s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
59.06s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
59.08s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
59.1s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
59.12s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
59.14s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
59.16s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
59.18s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
59.2s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
59.22s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
59.24s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
59.26s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
59.28s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
59.3s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
59.32s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
59.34s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
59.36s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
59.38s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
59.4s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
59.42s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
59.44s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
59.46s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
59.48s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
59.5s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
59.52s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
59.54s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
59.56s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
59.58s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
59.6s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
59.62s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
59.64s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
59.66s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
59.68s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
59.7s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
59.72s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
59.74s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
59.76s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
59.78s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
59.8s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
59.82s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
59.84s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
59.86s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
59.88s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
59.9s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
59.92s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
59.94s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
59.96s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
59.98s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
60s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
60.02s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
60.04s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
60.06s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
60.08s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
60.1s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
60.12s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
60.14s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
60.16s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
60.18s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
60.2s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
60.22s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
60.24s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
60.26s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
60.28s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
60.3s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
60.32s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
60.34s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
60.36s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
60.38s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
60.4s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
60.42s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
60.44s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
60.46s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
60.48s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
60.5s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
60.52s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
60.54s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
60.56s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
60.58s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
60.6s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
60.62s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
60.64s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
60.66s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
60.68s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
60.7s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
60.72s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
60.74s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
60.76s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
60.78s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
60.8s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
60.82s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
60.84s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
60.86s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
60.88s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
60.9s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
60.92s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
60.94s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
60.96s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
60.98s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
61s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
61.02s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
61.04s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
61.06s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
61.08s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
61.1s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
61.12s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
61.14s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
61.16s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
61.18s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
61.2s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
61.22s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
61.24s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
61.26s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
61.28s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
61.3s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
61.32s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
61.34s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
61.36s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
61.38s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
61.4s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
61.42s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
61.44s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
61.46s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
61.48s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
61.5s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
61.52s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
61.54s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
61.56s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
61.58s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
61.6s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
61.62s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
61.64s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
61.66s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
61.68s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
61.7s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
61.72s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
61.74s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
61.76s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
61.78s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
61.8s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
61.82s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
61.84s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
61.86s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
61.88s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
61.9s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
61.92s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
61.94s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
61.96s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
61.98s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
62s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
62.02s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
62.04s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
62.06s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
62.08s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
62.1s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
62.12s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
62.14s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
62.16s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
62.18s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
62.2s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
62.22s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
62.24s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
62.26s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
62.28s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
62.3s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
62.32s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
62.34s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
62.36s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
62.38s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
62.4s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
62.42s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
62.44s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
62.46s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
62.48s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
62.5s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
62.52s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
62.54s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
62.56s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
62.58s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
62.6s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
62.62s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
62.64s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
62.66s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
62.68s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
62.7s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
62.72s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
62.74s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
62.76s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
62.78s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
62.8s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
62.82s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
62.84s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
62.86s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
62.88s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
62.9s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
62.92s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
62.94s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
62.96s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
62.98s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
63s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
63.02s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
63.04s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
63.06s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
63.08s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
63.1s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
63.12s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
63.14s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
63.16s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
63.18s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
63.2s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
63.22s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
63.24s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
63.26s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
63.28s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
63.3s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
63.32s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
63.34s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
63.36s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
63.38s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
63.4s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
63.42s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
63.44s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
63.46s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
63.48s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
63.5s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
63.52s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
63.54s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
63.56s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
63.58s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
63.6s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
63.62s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
63.64s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
63.66s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
63.68s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
63.7s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
63.72s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
