# travis150_greenfield_proxy_recorder: 
"time", "travis_source:voltage", "travis_poi:voltage", "travis_source:angle", "travis_poi:angle", "travis_source:busgenerationreal", "travis_poi:busgenerationreal", "travis_source:busloadreal", "travis_poi:busloadreal"
23.92s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
23.94s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
23.96s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
23.98s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
24s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
24.02s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
24.04s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
24.06s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
24.08s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
24.1s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
24.12s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
24.14s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
24.16s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
24.18s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
24.2s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
24.22s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
24.24s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
24.26s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
24.28s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
24.3s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
24.32s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
24.34s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
24.36s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
24.38s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
24.4s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
24.42s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
24.44s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
24.46s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
24.48s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
24.5s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
24.52s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
24.54s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
24.56s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
24.58s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
24.6s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
24.62s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
24.64s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
24.66s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
24.68s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
24.7s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
24.72s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
24.74s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
24.76s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
24.78s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
24.8s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
24.82s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
24.84s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
24.86s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
24.88s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
24.9s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
24.92s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
24.94s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
24.96s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
24.98s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
25s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
25.02s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
25.04s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
25.06s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
25.08s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
25.1s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
25.12s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
25.14s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
25.16s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
25.18s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
25.2s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
25.22s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
25.24s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
25.26s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
25.28s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
25.3s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
25.32s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
25.34s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
25.36s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
25.38s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
25.4s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
25.42s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
25.44s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
25.46s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
25.48s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
25.5s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
25.52s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
25.54s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
25.56s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
25.58s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
25.6s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
25.62s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
25.64s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
25.66s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
25.68s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
25.7s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
25.72s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
25.74s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
25.76s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
25.78s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
25.8s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
25.82s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
25.84s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
25.86s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
25.88s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
25.9s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
25.92s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
25.94s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
25.96s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
25.98s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
26s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
26.02s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
26.04s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
26.06s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
26.08s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
26.1s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
26.12s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
26.14s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
26.16s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
26.18s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
26.2s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
26.22s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
26.24s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
26.26s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
26.28s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
26.3s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
26.32s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
26.34s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
26.36s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
26.38s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
26.4s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
26.42s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
26.44s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
26.46s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
26.48s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
26.5s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
26.52s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
26.54s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
26.56s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
26.58s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
26.6s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
26.62s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
26.64s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
26.66s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
26.68s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
26.7s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
26.72s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
26.74s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
26.76s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
26.78s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
26.8s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
26.82s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
26.84s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
26.86s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
26.88s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
26.9s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
26.92s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
26.94s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
26.96s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
26.98s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
27s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
27.02s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
27.04s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
27.06s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
27.08s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
27.1s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
27.12s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
27.14s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
27.16s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
27.18s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
27.2s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
27.22s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
27.24s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
27.26s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
27.28s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
27.3s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
27.32s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
27.34s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
27.36s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
27.38s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
27.4s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
27.42s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
27.44s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
27.46s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
27.48s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
27.5s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
27.52s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
27.54s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
27.56s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
27.58s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
27.6s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
27.62s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
27.64s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
27.66s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
27.68s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
27.7s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
27.72s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
27.74s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
27.76s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
27.78s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
27.8s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
27.82s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
27.84s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
27.86s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
27.88s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
27.9s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
27.92s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
27.94s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
27.96s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
27.98s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
28s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
28.02s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
28.04s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
28.06s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
28.08s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
28.1s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
28.12s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
28.14s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
28.16s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
28.18s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
28.2s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
28.22s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
28.24s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
28.26s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
28.28s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
28.3s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
28.32s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
28.34s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
28.36s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
28.38s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
28.4s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
28.42s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
28.44s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
28.46s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
28.48s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
28.5s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
28.52s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
28.54s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
28.56s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
28.58s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
28.6s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
28.62s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
28.64s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
28.66s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
28.68s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
28.7s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
28.72s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
28.74s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
28.76s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
28.78s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
28.8s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
28.82s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
28.84s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
28.86s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
28.88s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
28.9s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
28.92s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
28.94s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
28.96s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
28.98s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
29s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
29.02s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
29.04s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
29.06s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
29.08s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
29.1s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
29.12s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
29.14s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
29.16s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
29.18s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
29.2s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
29.22s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
29.24s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
29.26s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
29.28s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
29.3s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
29.32s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
29.34s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
29.36s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
29.38s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
29.4s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
29.42s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
29.44s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
29.46s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
29.48s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
29.5s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
29.52s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
29.54s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
29.56s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
29.58s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
29.6s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
29.62s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
29.64s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
29.66s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
29.68s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
29.7s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
29.72s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
29.74s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
29.76s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
29.78s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
29.8s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
29.82s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
29.84s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
29.86s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
29.88s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
29.9s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
29.92s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
29.94s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
29.96s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
29.98s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
30s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
30.02s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
30.04s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
30.06s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
30.08s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
30.1s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
30.12s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
30.14s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
30.16s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
30.18s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
30.2s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
30.22s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
30.24s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
30.26s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
30.28s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
30.3s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
30.32s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
30.34s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
30.36s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
30.38s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
30.4s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
30.42s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
30.44s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
30.46s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
30.48s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
30.5s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
30.52s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
30.54s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
30.56s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
30.58s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
30.6s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
30.62s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
30.64s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
30.66s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
30.68s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
30.7s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
30.72s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
30.74s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
30.76s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
30.78s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
30.8s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
30.82s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
30.84s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
30.86s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
30.88s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
30.9s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
30.92s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
30.94s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
30.96s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
30.98s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
31s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
31.02s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
31.04s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
31.06s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
31.08s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
31.1s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
31.12s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
31.14s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
31.16s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
31.18s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
31.2s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
31.22s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
31.24s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
31.26s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
31.28s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
31.3s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
31.32s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
31.34s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
31.36s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
31.38s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
31.4s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
31.42s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
31.44s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
31.46s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
31.48s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
31.5s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
31.52s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
31.54s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
31.56s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
31.58s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
31.6s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
31.62s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
31.64s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
31.66s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
31.68s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
31.7s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
31.72s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
31.74s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
31.76s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
31.78s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
31.8s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
31.82s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
31.84s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
